ETC_20150317_000045	Éste monstruo creció, pero no ha cambiado mucho. Incluso en el pasado, solía ser una planta despiadada y letal.	변형 전에 비해 크기는 더 커졌지만 변화는 많지 않습니다. 다시 말해 그 전부터 위험한 식물이었습니다.				
ETC_20150317_000046	Fragaras Azul	검은 프라가라스				
ETC_20150317_000047	Fragaras Roja	붉은 프라가라스				
ETC_20150317_000048	Luchador Vubbe 	부베 투사				
ETC_20150317_000049	Luchador Vubbe Azul	푸른 부베 투사				
ETC_20150317_000050	Luchador Vubbe Rojo	붉은 부베 투사				
ETC_20150317_000051	Se desconoce si los Vubbes luchadores son entrenados o tienen una aptitud natural para el combate.	부베 투사가 성장하는 것인지 선천적으로 태어나는지 아직 밝혀지지 않았습니다.				
ETC_20150317_000052	Golem	골렘				
ETC_20150317_000053	Golem Gris	회색 골렘				
ETC_20150317_000054	Meduja	미듀쟈				
ETC_20150317_000055	Algunos dicen que una Meduja puede ser usada para contactar con las almas de los muertos.	어떤 사람들은 미듀자를 통해 죽은 영혼과 접촉할 수 있다고 합니다.				
ETC_20150317_000056	Meduja Azul	푸른 미듀쟈				
ETC_20150317_000057	Meduja Verde	초록 미듀쟈				
ETC_20150317_000058	Meduja Roja	붉은 미듀쟈				
ETC_20150317_000059	Investigadores han afirmado que las plantas tienen alma. Las Meduja son la forma mutada de esas almas.	연구자들은 식물에게 영혼이 있고 그것이 변형된 것이 미듀자라고 합니다.	ETC_20150317_000055	Some people say a Meduja can be used to contact the souls of the dead.	어떤 사람들은 미듀자를 통해 죽은 영혼과 접촉할 수 있다고 합니다.	
ETC_20150317_000060	Larva de Meduja	미듀쟈 유충				
ETC_20150317_000061	Ellaganos	엘라가노스				
ETC_20150317_000062	Bite	바이트				
ETC_20150317_000063	Hay gente que preferiría recibir una flecha al mordisco de un Bite.	어떤 사람들은 이들에게 물리느니 화살에 맞는 것이 낫다고 합니다.				
ETC_20150317_000064	Puragi	푸라기				
ETC_20150317_000065	Es un secreto olvidado que los demonionos desplegaron a los Puragis en secreto para atacar a los soldados de Ruklys durante la guerra cívil.	루클리스 내전 당시 마족들이 이들을 은밀히 투입하여 루클리스 병사들을 공격한 것은 역사의 감춰진 비밀입니다.				
ETC_20150317_000066	Puragi Azul	푸른 푸라기				
ETC_20150317_000067	Los Puragis Azules aman matar y saquear.	푸라기 중에서도 이들은 특히 살생과 탈취를 좋아합니다.				
ETC_20150317_000068	Puragi Verde	초록 푸라기				
ETC_20150317_000069	Jamás nadie ha visto la cara oculta tras su máscara.	얼굴에 뒤집어쓴 지푸라기가면 속은 아무도 본적이 없습니다				
ETC_20150317_000070	Puragi Rojo	붉은 푸라기				
ETC_20150317_000071	Puragi Grande	대형 푸라기				
ETC_20150317_000072	Zigri	지그리				
ETC_20150317_000073	Zigri Café	갈색 지그리				
ETC_20150317_000074	Estos secuaces demoníacos disfrutan las matanzas.	살육을 즐기는 마족의 졸개입니다.				
ETC_20150317_000075	Zigri Negro	검은 지그리				
ETC_20150317_000076	Un secuaz demoníaco encontrado alrededor del mundo.	이 마족 졸개들은 온 세상 곳곳에 출현하여 활개치고 있습니다.				
ETC_20150317_000077	Zigri Rojo	붉은 지그리				
ETC_20150317_000078	Pescador	피셔맨				
ETC_20150317_000079	La razón por la cual los Pescadores son considerados monstruos se debe a que sus cañas controlan a las criaturas.	피셔맨이 변이형 몬스터에 속하는 이유는 사물인 낚싯대가 생명체에 영향을 주고 있기 때문입니다.				
ETC_20150317_000080	Pescador Azul	푸른 피셔맨				
ETC_20150317_000081	Pescador Verde	초록 피셔맨				
ETC_20150317_000082	Pescador Rojo	붉은 피셔맨				
ETC_20150317_000083	Las acciones de éste pescador son a veces inexplicables.	피셔맨들의 행태는 설명되지 않는 부분이 많습니다.	ETC_20150317_000079	The reason why Fishermen are classified as monsters is due to their fishing rods controlling the creatures.	피셔맨이 변이형 몬스터에 속하는 이유는 사물인 낚싯대가 생명체에 영향을 주고 있기 때문입니다.	
ETC_20150317_000084	Gribaru	그리바루				
ETC_20150317_000085	El vástago en su cabeza puede ser usado para diversos propósitos, cómo cebo atrayante y detector de blancos ocultos.	머리의 줄기는 탐지, 유인 등 여러 목적으로 사용됩니다.				
ETC_20150317_000086	Gribaru Enorme	빅그리바루				
ETC_20150317_000087	Griba del Bosque Espinoso	가시숲 그리바				
ETC_20150317_000088	Matsum	메슘				
ETC_20150317_000089	Si el Matsum se origino de una planta, animal o mineral no es relevante. Lo que debes saber es que es peligroso.	메슘이 동식물 혹은 어떤 광물에서 기원한 몬스터인지는 중요하지 않습니다. 알아야 할 것은 그 위험성입니다.				
ETC_20150317_000090	Matsuma	메슘마				
ETC_20150317_000091	Mirtis Ego	분신 미르티스				
ETC_20150317_000092	Molich	몰렉				
ETC_20150317_000093	Mini Griba	미니 그리바				
ETC_20150317_000094	Griba Verde	초록 그리바				
ETC_20150317_000095	Griba Rojo	붉은 그리바				
ETC_20150317_000096	A pesar de que sus colores los hacen muy llamativos, es muy difícil esquivar sus ataques.	밝은 색이라 눈에 잘 보이기는 하지만, 그렇다고 피하기 쉽지는 않습니다.				
ETC_20150317_000097	Griba Amarillo	노란 그리바				
ETC_20150317_000098	Griba Rojo Grande	대형 붉은 그리바				
ETC_20150317_000099	Griba Enorme	빅 그리바				
ETC_20150317_000100	Este monstruo ha sido descrito como duro de bloquear y duro de comer.	누군가 이 녀석을 품평한 말이 있습니다, 막기도 먹기도 어려운 몬스터.				
ETC_20150317_000101	Griba Azul Enorme	푸른 빅 그리바				
ETC_20150317_000102	Un monstruo grande, fuerte y duro, raramente presa de cazadores.	크고 강하고 질기지만 일부러 사냥하러 다니기에는 꺼림직한 몬스터입니다.				
ETC_20150317_000103	Griba Verde Enorme	초록 빅 그리바				
ETC_20150317_000104	Griba Rojo Enorme	붉은 빅 그리바				
ETC_20150317_000105	Kepa Viejo	늙은케파				
ETC_20150317_000106	Los Kepas envejecen rápidamente a cambio de su fuerza. Ten cuidado con su caústico olor, que se ha vuelto más fuerte con la edad.	케파가 꽃을 피우느라 폭삭 늙어버렸습니다. 매운 향이 한층 더 강해졌으니 주의.				
ETC_20150317_000107	Kepa Viejo de Gelsvas	겔스바스 늙은케파				
ETC_20150317_000108	Kepa Negro Viejo	검은 늙은케파				
ETC_20150317_000109	Kepa Rojo Viejo	붉은 늙은케파				
ETC_20150317_000110	Su arruinado color por envejecer sólo reafirma su peligrosidad.	늙어 색이 변할 정도로 오래 생존한 케파는 그런 만큼 더 위험합니다.	ETC_20150317_000106	Kepa age quickly at the expense of their strength. Be careful of its pungent odor, which has gotten stronger with age.	케파가 꽃을 피우느라 폭삭 늙어버렸습니다. 매운 향이 한층 더 강해졌으니 주의.	
ETC_20150317_000111	Kepa Grande Viejo	대형 늙은케파				
ETC_20150317_000112	Rafflesia	라플레시아				
ETC_20150317_000113	Rafflesia Verde	초록 라플레시아				
ETC_20150317_000114	Rafflesia Negra	검은 라플레시아				
ETC_20150317_000115	Las hojas de esta planta son más fuertes que el cuero.	이 식물의 잎은 가죽보다 강하다고 합니다.				
ETC_20150317_000116	Rafflesia Roja	붉은 라플레시아				
ETC_20150317_000117	Raffly	라플리				
ETC_20150317_000118	Incluso luego de sufrir mutaciones, los Raffly continúan cazando pequeños insectos.	라플리 변이된 후에도 작은 곤충을 사냥합니다.				
ETC_20150317_000119	Raffly Azul	푸른 라플리				
ETC_20150317_000120	Raffly Gris	회색 라플리				
ETC_20150317_000121	Raffly Negro	검은 라플리				
ETC_20150317_000122	Ridimed	리디메드				
ETC_20150317_000123	Ridimed Azul	푸른 리디메드				
ETC_20150317_000124	Aunque mutó de una hierba, ahora todo su cuerpo está hecho de sólida madera.	풀에서 변형되었지만 지금은 몸전체가 단단한 목질입니다.				
ETC_20150317_000125	Ridimed Negro	검은 리디메드				
ETC_20150317_000126	Ridimed Roja	붉은 리디메드				
ETC_20150317_000127	Sakmoli	사크몰리				
ETC_20150317_000128	Atacar sus piernas no causará que se derrumbe.	다리를 공격한다고 쓰러지지 않습니다. 				
ETC_20150317_000129	Sakmoli Verde	초록 사크몰리				
ETC_20150317_000130	Sakmoli Naranjo	주홍 사크몰리				
ETC_20150317_000131	Sakmoli Negro	검은 사크몰리				
ETC_20150317_000132	Rikaus	리카우스				
ETC_20150317_000133	Aparición Verde	초록 어패리션				
ETC_20150317_000134	Los fantasmas afectados por demonios a menudo cambian su apariencia de esta manera.	마족의 영향을 받은 유령은 이처럼 생김새가 달리지는 일이 많습니다.				
ETC_20150317_000135	Aparición Negra	검은 어패리션				
ETC_20150317_000136	Espectra	스펙트라				
ETC_20150317_000137	Espectra Negro	검은 스펙트라				
ETC_20150317_000138	A diferencia de otros monstruos espectrales, estos monstruos eran almas malvadas incluso cuando estaban vivos.	다른 먕령류의 몬스터와 달리 이들은 살았을 적에도 사악한 영혼인 경우가 많습니다.				
ETC_20150317_000139	Espectro Gigante	대형 스펙터				
ETC_20150317_000140	Espectro del Engaño	현혹의 스펙터				
ETC_20150317_000141	Rikaus Verde	초록 리카우스				
ETC_20150317_000142	Spectron	스펙트론				
ETC_20150317_000143	Monarca Espectral	스펙터 군주				
ETC_20150317_000144	Bola de Púas	던볼				
ETC_20150317_000145	Esta semilla flotante fue transmutada perdiendo su suavidad exterior por un cuesco sólido y espinoso. Sin embargo, su flotabilidad se mantuvo intacta.	부유형 씨앗이 변이되면서 부유능력은 잃지 않고 솜털은 가시와 단단한 외피로 변형된 몬스터입니다.				
ETC_20150317_000146	Bola de Púas Enorme	빅던볼				
ETC_20150317_000147	Espíritu de Madera	우드스피릿				
ETC_20150317_000148	Espíritu de Madera Azul	푸른 우드스피릿				
ETC_20150317_000149	Espíritu de Madera Verde	초록 우드스피릿				
ETC_20150317_000150	Hombre de Madera	우드맨				
ETC_20150317_000151	El hecho que los hombres de madera no puedan moverse es una bendición.	우드맨이 움직이지 못하는 점은 큰 축복이라 하겠습니다.				
ETC_20150317_000152	Hombre de Madera Azul	푸른 우드맨				
ETC_20150317_000153	Hombre de Madera Gris	회색 우드맨				
ETC_20150317_000154	Hombre de Madera Rojo	붉은 우드맨				
ETC_20150317_000155	Limo Oscuro	다크슬라임				
ETC_20150317_000156	Aunque los Limos son muy similares, sus especies varían en base a los materiales de los cuales se originaron.	슬라임은 최종 형태는 비슷해도 원형이 되는 물질의 차이에 따라 다양한 종류가 생깁니다.				
ETC_20150317_000157	Rusrat	러스라트				
ETC_20150317_000158	Estos guardianes fueron emplazados en varios lugares, empezando con el Mausoleo Real de Zachariel el Grande, para detener a los invasores. Su nombre proviene de los saqueadores de tumbas que se han encontrado con ellos.	자카리엘 왕릉을 시점으로 여러 유적에 배치되어 침입자를 처치하면서 도굴꾼들에게 얻은 별명입니다.				
ETC_20150317_000159	Medakia	메다키아				
ETC_20150317_000160	Los Medakias fueron creados por magos de la corte para expulsar intrusos más peligrosos que los saqueadores de tumbas.	궁정마법사들은 침입자가 단순 도굴꾼이 아닐 때를 대비해 메다키아를 만들었습니다.				
ETC_20150317_000161	Wheelen	휠렌				
ETC_20150317_000162	El Wheelen es una de las diversas creaciones mágicas hechas para proteger tumbas selladas sin un guardian.	밀폐된 유적을 관리자없이 수호하기 위해 다양한 마법피조물이 만들어졌으며 휠렌도 그 한 종류입니다				
ETC_20150317_000163	Rodador x 3	휠렌3				
ETC_20150317_000164	Mauros	마우로스				
ETC_20150317_000165	La caballería de roca del Mausoleo Real es una creación mágica diseñada para hacerle frente incluso al más armado de los caballeros.	왕릉석기병은 강하고 노련한 중무장 기사도 감당할 정도로 만들어진 마법피조물입니다.				
ETC_20150317_000166	Trufa	트리펠리				
ETC_20150317_000167	Por razones desconocidas, este monstruo le tiene un odio sin par a los humanos. Prefiere atacar humanos a otra presa más apropiada, incluso a costa de su propia supervivencia.	원인은 모르나 인간을 극히 증오하는 몬스터이며 생존이나 먹이보다 인간을 공격하기 좋아합니다.				
ETC_20150317_000168	Trufalia	트리펠리아				
ETC_20150317_000169	Bramble	브람블				
ETC_20150317_000170	Bramble Ego	브람블의 분신				
ETC_20150317_000171	Sauce	윌로우				
ETC_20150317_000172	Saucina	윌로우나				
ETC_20150317_000173	Hanaming	하나밍				
ETC_20150317_000174	Las hojas que se caen del cadáver de un Hanaming se marchitan rápidamente.	하나밍이 죽으며 떨어진 잎은 대개 급속히 시듭니다.				
ETC_20150317_000175	Chupacabra	츄파카브라				
ETC_20150317_000176	Sus números aumentaron luego del Gran Cataclismo Silvano; ahora tienden a competir con los humanos por territorio.	초목재앙 이후 수가 늘어나면서 인간과 영역을 다투는 경향이 커졌습니다.				
ETC_20150317_000177	Chupacabra Gris	회색 츄파카브라				
ETC_20150317_000178	Chupacabra Gris Grande	대형 회색 츄파카브라				
ETC_20150317_000179	Los Chupacabras se mueven de manera muy sigilosa. Con eso dicho, es mucho más peligroso para los humanos si se trata de Chupacabras élite.	츄파카브라는 은밀하게 움직입니다. 그리고 이 점은 엘리트 츄파카브라의 경우 인간에게 더욱 위험합니다. 	ETC_20150317_000176	Their numbers grew after the Great Plant Cataclysm; now they tend to compete with humans for territory.	초목재앙 이후 수가 늘어나면서 인간과 영역을 다투는 경향이 커졌습니다.	
ETC_20150317_000180	Chupacabra Amarillo	노란 츄파카브라				
ETC_20150317_000181	Popoleón	포포리온				
ETC_20150317_000182	Se dice que el canto de un Popoleón puede romper vidrio.	누군가에 의하면 포포리온의 고음은 유리병도 깨뜨릴 수 있다고 합니다.				
ETC_20150317_000183	Sauga	사우가				
ETC_20150317_000184	Saugas	사우가스				
ETC_20150317_000185	Escorpion	스콜피온				
ETC_20150317_000186	Tontulia	톤투리아				
ETC_20150317_000187	La Tontulia es una mutación más móvil del Tontus.	톤투스가 활동력을 지니도록 변이한 몬스터입니다.				
ETC_20150317_000188	Tontus	톤투스				
ETC_20150317_000189	Cuando los cactús mutaron en Tontus la vida de los habitantes del desierto empeoró.	선인장이 톤투스로 변이되면서 건조한 지역 거주자의 힘든 환경은 더욱 악화되었습니다. 				
ETC_20150317_000190	Vekarabe	베카라베				
ETC_20150317_000191	Comparado con otra especies animales, El Vekarabe no cambió mucho cuando se conviritó en monstruo. Sin embargo, su agresividad es definitivamente nueva.	베카라베는 다른 동물에 비하면 원형 그대로 몬스터화했습니다. 물론 공격성은 예외입니다.				
ETC_20150317_000192	Geppetto	제페토				
ETC_20150317_000193	El nombre de este monstruo se adecúa a su apariencia, pero no refleja del todo su naturaleza.	이 몬스터의 명칭은 외양과는 어울리지만, 그 성질은 전혀 반영하지 않고 있습니다.				
ETC_20150317_000194	Boowook	부우크				
ETC_20150317_000195	El Boowook es uno de los muchos sistemas defensivos dejados por Zachariel el Grande en el Mausoleo Real.	자카리엘이 남긴 왕릉의 수비시설 중의 하나입니다.				
ETC_20150317_000196	Bearkaras	베아카라스				
ETC_20150317_000197	Pino	피노				
ETC_20150317_000198	Pino fue nombrado así por sus primeros descubridores, tras notar que guardaba relación con Geppetto.	초기 발견자들은 제페토와 피노 사이에 유사성이 있다고 생각해 이런 이름을 붙였습니다.				
ETC_20150317_000199	Insecto Casco	투구벌레				
ETC_20150317_000200	Monstruos que simplemente aumentaron su tamaño y agresividad son un placer a la vista, al menos cuando se comparan con los otros terrores sobre este mundo.	단순히 크기와 공격성만 더 강화된 이런 몬스터는 차라리 안심이 됩니다.				
ETC_20150317_000201	Coliflor	콜리플라워				
ETC_20150317_000202	Aunque este monstruo no es particularmente hostíl contra los humanos, ataca a cualquier animal de sangre caliente.	이 고정형 몬스터는 딱히 인간에게 적대적이진 않으나 모든 항온동물을 공격합니다.				
ETC_20150317_000203	Coliflorr	콜리플라워르				
ETC_20150317_000204	Vikaras	비카라스				
ETC_20150317_000205	Aunque originalmente fue creado para defender el Mausoleo Real, desde ese entonces ha cambiado a un estado en el que ataca a cualquiera que entre.	기원은 왕릉의 시설물이지만 현재는 모든 생명체를 공격하는 오작동 상태입니다.				
ETC_20150317_000206	Cocatriz	코카트리스				
ETC_20150317_000207	Aunque que la Cocatriz es muy pequeña, su terrible aliento y mirada puede petrificar a sus enemigos al instante.	작은 크기의 코카트리스입니다. 물론 석화에 주의해야합니다.				
ETC_20150317_000208	Perro de la Tumba	툼독				
ETC_20150317_000209	Zinutekas	지누테카스				
ETC_20150317_000210	Aunque su apariencia puede ser confundida con otros monstruos similares, los Zinutekas fueron construídos artificialmente con magia.	외양이 유사한 다른 몬스터와 혼동되기도 하지만, 이들은 인공적인 마법피조물입니다.				
ETC_20150317_000211	Pokuku	포쿠부				
ETC_20150317_000212	A pesar de su apariencia, el Pokuku puede ser muy feroz.	겉모습이 어떻든 포쿠부는 흉폭한 야수입니다.				
ETC_20150317_000213	Pokuku Gris	회색 포쿠부				
ETC_20150317_000214	Zinutena	지누테나				
ETC_20150317_000215	Lauzinutena	라우지누테나				
ETC_20150317_000216	Dandel	단델				
ETC_20150317_000217	Lo que es más aterrador que el suave y queratinizado pelo de una Dandel, es su vitalidad y agresividad.	단델의 솜털이 각질화한 것보다 무서운 것은 늘어난 활동력과 공격성입니다. 				
ETC_20150317_000218	Velaraña	양초거미				
ETC_20150317_000219	Velaraña Azul	푸른 양초거미				
ETC_20150317_000220	Velaraña Amarilla	노란 양초거미				
ETC_20150317_000221	Flor Cadáver	시체꽃				
ETC_20150317_000222	Flor Cadáver Azul	푸른 시체꽃				
ETC_20150317_000223	Flor Cadáver Verde	초록 시체꽃				
ETC_20150317_000224	Sapo Alado	날개 개구리				
ETC_20150317_000225	Debido al ambiente, este monstruo adopta una variedad de formas. Éste evolucionó para tener alas.	개구리는 환경에 따라 다양한 형태로 몬스터화 되었는데 이 경우에는 날개를 지니도록 변형되었습니다.				
ETC_20150317_000226	Sapo Verde Alado	초록 날개 개구리				
ETC_20150317_000227	Sapo Gris Alado	회색 날개 개구리				
ETC_20150317_000228	Hepaticofita	우산이끼				
ETC_20150317_000229	Hepaticofita v2	우산이끼v2				
ETC_20150317_000230	Insecto Hoja	잎방개				
ETC_20150317_000231	A pesar de su apariencia, estas criaturas no están huecas por dentro.	잎방개의 속은 비어있지 않습니다. 				
ETC_20150317_000232	Insecto Hoja de las Catacumbas	카타콤 잎방개				
ETC_20150317_000233	Hepaticofita Rey	킹 우산이끼				
ETC_20150317_000234	Hepaticofita Desafortunada	불길한 킹 우산이끼				
ETC_20150317_000235	Salamion	살라미온				
ETC_20150317_000236	Salindy	살린디				
ETC_20150317_000237	Salun	살룬				
ETC_20150317_000238	Golem de la Tumba	묘지골렘				
ETC_20150317_000239	Originalmente fue creado con buenas intenciones, pero ahora el Golem vive poseído por una energía malvada.	본래는 좋은 의도로 만들어졌으나 지금은 악한 기운에 영향을 받아 움직이는 골렘입니다.				
ETC_20150317_000240	Draco	드레이크				
ETC_20150317_000241	Un demonio menor invocado por sus superiores para invadir las torres.	탑의 공략을 위해 마족들이 마계에서 차출한 하위마족입니다. 				
ETC_20150317_000242	Draco Verde	초록 드레이크				
ETC_20150317_000243	Hay incontables tipos de estos demonios menores debido a su gran número.	하급 마족으로 마계에는 이들이 수를 셀 수 없을 정도로 많고 종류도 다양하다고 합니다.				
ETC_20150317_000244	Draco Negro	검은 드레이크				
ETC_20150317_000245	Alguna vez esta especie fue rara; sin embargo, sus numeros han aumentado significativamente.	이들은 원래 희귀한 생물이었으나 근래 숫자가 늘어났습니다.				
ETC_20150317_000246	Cocatriz Enorme	빅 코카트리스				
ETC_20150317_000247	la Cocatriz Enorme es muy peligrosa, su mriada y aliento petrifican al enemigo. Enfrentar a esta criatura no debe ser tomado a la lígera.	대형 코카트리스입니다. 위험성, 특히 석화위험성은 아무리 강조해도 지나치지 않습니다.				
ETC_20150317_000248	Cockat Verde	초록 코카트				
ETC_20150317_000249	Cockat Roja	붉은 코카트				
ETC_20150317_000250	Secoya	세콰이아				
ETC_20150317_000251	Secoya Azul	푸른 세콰이아				
ETC_20150317_000252	Corrompido	코럽티드				
ETC_20150317_000253	Corrompido Azul	푸른 코럽티드				
ETC_20150317_000254	Gusano Saco	누덕고치				
ETC_20150317_000255	El número de Gusanos Saco no ha ido en aumento, aunque con su población actual la extinción no es un problema.	누덕고치는 더 이상 발생하지는 않지만, 현재 개체수만으로도 멸종을 걱정할 필요가 없는 몬스터입니다. 				
ETC_20150317_000256	Gusano Saco	누덕고치트				
ETC_20150317_000257	Secoya Flama	세콰이아의 불길				
ETC_20150317_000258	Su cuerpo se desvanece si te alejas por el tiempo suficiente.	본체에서 오랜 시간 멀어지면 자연히 소멸됩니다.				
ETC_20150317_000259	Garfío Viejo	누덕 갈고리				
ETC_20150317_000260	Usó su gancho para aferrarse a un monstruo de mayor tamaño y así escapar del reino demoníaco; cambió mucho en el proceso.	큰 몬스터에게 갈고리를 사용하여 붙어서 마계로부터 넘어온 후 많은 변화를 한 몬스터입니다. 				
ETC_20150317_000261	Tocón	몽당 나무				
ETC_20150317_000262	Aunque ahora se leña menos, los monstruos originados por tocones siguen apareciendo. Aparentemente se forman de residuos de monstruos tipo planta.	벌목이 줄었어도 그루터기에서 기인한 이 몬스터는 계속 생깁니다. 수목형 몬스터의 잔재에서 생성이 목격됩니다. 				
ETC_20150317_000263	Golem de Grava de las Catacumbas	카타콤 묘지골렘				
ETC_20150317_000264	Raíz Topo	뿌리두더쥐				
ETC_20150317_000265	Poiming	포이밍				
ETC_20150317_000266	Raíz del Árbol Topo	나무뿌리 두더지				
ETC_20150317_000267	Ojo de Mirtis	미르티스의 눈				
ETC_20150317_000268	Ojo de la Gran Mirtis	대형 미르티스의 눈				
ETC_20150317_000269	Piedra	돌				
ETC_20150317_000270	Bomba Exterminadora de Vubbes	부베 박멸용 폭탄				
ETC_20150317_000271	Bomba de Tiempo (sólo para puntuar en mazmorra)	시한폭탄 (스코어던전 전용)				
ETC_20150317_000272	Bomba de Tiempo	시한폭탄				
ETC_20150317_000273	Piedra OBB	OBB돌				
ETC_20150317_000274	Mago	남자 마법사				
ETC_20150317_000275	Maga	여자 마법사				
ETC_20150317_000276	Sello Dañado	파손된 봉인				
ETC_20150317_000277	Símbolo del pecado	죄악의 상징				
ETC_20150317_000278	(Temporal) Dispositivo de Control de la Prision	(임시)감옥 통제 장치				
ETC_20150317_000279	Guardía Colapsado	쓰러진 경비병				
ETC_20150317_000280	Mercenario	용병				
ETC_20150317_000281	Soldado Fantasma	유령 병사				
ETC_20150317_000282	Desertor	탈영병				
ETC_20150317_000283	Soldado Lunatico	광증걸린 전투병				
ETC_20150317_000284	Combatiente Amarrado	묶인 전투원				
ETC_20150317_000285	Oficial de los Mercenarios	용병 장교				
ETC_20150317_000286	Condotiero	용병 대장				
ETC_20150317_000287	Mercenario con Escudo	방패 용병				
ETC_20150317_000288	Armadura Fantasmal	유령 갑옷				
ETC_20150317_000289	Armadura Fantasmal Grande	대형 유령 갑옷				
ETC_20150317_000290	Seguidor Fantasmal	신도 유령				
ETC_20150317_000291	Chico Fantasma	유령 소년				
ETC_20150317_000292	Madam Fantasma	유령 아줌마				
ETC_20150317_000293	Tío Fantasma	유령 아저씨				
ETC_20150317_000294	Líder de los Seguidores Fantasmales	신도 유령 수장				
ETC_20150317_000295	Seguidor Fantasmal (Alter Ego)	신도 유령(분신)				
ETC_20150317_000296	Cuerno con 3 ojos	뿔 세눈박이				
ETC_20150317_000297	Ala con 3 ojos	날개 세눈박이				
ETC_20150317_000298	Seguidor	신도				
ETC_20150317_000299	Zombie de la Infantería Pesada	좀비 중보병				
ETC_20150317_000300	Libro Mágico	매직북				
ETC_20150317_000301	Calabaza Inmadura	덜 익은 호박				
ETC_20150317_000302	Cebolla bien muerta	잘 죽는 양파				
ETC_20150317_000303	PS de Gran Cebolla	피통 큰 양파				
ETC_20150317_000304	Blanco de Ámbar	호박 타겟				
