QUEST_LV_0300_20150717_000040	Encendido de pólvora explosiva/FUEGO/2/TRACK_BEFORE/Ninguno
QUEST_LV_0300_20150717_000041	Aviso: ¡La terminal quedó destruida en la explosión! #5
QUEST_LV_0300_20150717_000042	Destruye la terminal (3)
QUEST_LV_0300_20150717_000043	Y, Reposo Eterno (1)
QUEST_LV_0300_20150717_000044	Si tiene algunas palabras finales
QUEST_LV_0300_20150717_000045	Y, Reposo Eterno (2)
QUEST_LV_0300_20150717_000046	Colocando el orbe/FABRICANDO/3/TRAZAR_ANTES/Ninguno
QUEST_LV_0300_20150717_000047	Y, Reposo Eterno (3)
QUEST_LV_0300_20150717_000048	Saludos
QUEST_LV_0300_20150717_000049	Aviso/Parece que el deseo de Svitrigaila se ha cumplido #5
QUEST_LV_0300_20150717_000050	Inspeccione el detector
QUEST_LV_0300_20150717_000051	Habla con Kupole por nosotros.
QUEST_LV_0300_20150717_000052	Habla con el Kupole al que salvaste de la Escarcha Petrificante.
QUEST_LV_0300_20150717_000053	Examine los detectores de petrificación.
QUEST_LV_0300_20150717_000054	Comprueba los detectores en las zonas que aún no hayas visitado para ayudar a Kupole Meile a guiar a las almas a salvo de la Escarcha Petrificante.
QUEST_LV_0300_20150717_000055	Regresar a Kupole Us
QUEST_LV_0300_20150717_000056	Has comprobado los 4 detectores excepto el de la entrada. Ahora regresa a Kupole Meile.
QUEST_LV_0300_20150717_000057	Tienes algo que decir sobre la reactivación del detector averiado. Habla de nuevo con Kupole Meile.
QUEST_LV_0300_20150717_000058	Reunión con la Guardia Real del Ejército Retia
QUEST_LV_0300_20150717_000059	Kupole declaró que el Ejército Real instaló los detectores de petrificación. Reúnase con la Guardia del Ejército Real de Retia en la plaza Verkti.
QUEST_LV_0300_20150717_000060	Habla un poco más con Retia, de la Guardia Real del Ejército, sobre el detector averiado en la Fortaleza Costera.
QUEST_LV_0300_20150717_000061	Encuentra una pieza para el detector de petrificación
QUEST_LV_0300_20150717_000062	Escucha a la Guardia Real Retia y busca a los soldados enviados a la Fortaleza Costera. Si les ha ocurrido algo, tendrás que recuperar la pieza del detector de sus cadáveres. Además, intenta cazar a los monstruos de la zona.
QUEST_LV_0300_20150717_000063	Reúnase con Kupole Meile.
QUEST_LV_0300_20150717_000064	Lamentablemente, los soldados del Ejército Real no sobrevivieron, pero lograste reunir todas las piezas necesarias para el detector. Ahora, ve a contarle a Kupole lo sucedido y luego ve a reparar el detector de petrificación.
QUEST_LV_0300_20150717_000065	Antes de ir a reparar el detector de petrificación, habla con Kupole Meile sobre la situación.
QUEST_LV_0300_20150717_000066	Reparar el detector de petrificación
QUEST_LV_0300_20150717_000067	Repara el primer detector de petrificación que no funcionaba.
QUEST_LV_0300_20150717_000068	Has derrotado a todos los monstruos que te atacaron cuando intentabas reparar el detector de petrificación. Ahora puedes volver a repararlo tranquilamente.
QUEST_LV_0300_20150717_000069	Reparar el tercer detector de petrificación
QUEST_LV_0300_20150717_000070	Ahora ve a reparar el tercer detector de petrificación.
QUEST_LV_0300_20150717_000071	Encontrar cuerda de sujeción
QUEST_LV_0300_20150717_000072	Necesitarás un poco de cuerda para sujetar y asegurar la pieza al detector. Intenta buscar algunas entre los monstruos.
QUEST_LV_0300_20150717_000073	Has reunido suficiente cuerda para sujetar la pieza. Ahora repara el tercer detector de petrificación.
QUEST_LV_0300_20150717_000074	Caza monstruos y recolecta %s
QUEST_LV_0300_20150717_000075	Caza monstruos y recoge cuerdas
QUEST_LV_0300_20150717_000076	Ve a avisarle a Kupole Meile que has reparado todos los detectores de petrificación.
QUEST_LV_0300_20150717_000077	Examine el misterioso dispositivo.
QUEST_LV_0300_20150717_000078	Al acercarte al dispositivo desconocido, sientes una extraña atracción hacia él y no puedes evitar acercarte poco a poco. ¿Qué será este dispositivo? ¿Quizás lo descubrirías si intentaras tocarlo?
QUEST_LV_0300_20150717_000079	Encuentra a Svitrigaila
QUEST_LV_0300_20150717_000080	Empiezas a sentirte cada vez más débil, como si tu alma se estuviera escapando de tu cuerpo. Busca a alguien que pueda ayudarte a salir de esta situación.
QUEST_LV_0300_20150717_000081	Su único deseo
QUEST_LV_0300_20150717_000082	Habla con Svitrigaila
QUEST_LV_0300_20150717_000083	Parece que vas a tener que escuchar la historia de Svitrigaila.
QUEST_LV_0300_20150717_000084	Recoger malezas venenosas
QUEST_LV_0300_20150717_000085	Svitrigaila te dice que, como Revelador, no estaría mal que le ayudaras a suicidarse, y te pide que recojas algunas hierbas venenosas para él.
QUEST_LV_0300_20150717_000086	Dale a Svitrigaila las hierbas venenosas.
QUEST_LV_0300_20150717_000087	Has reunido todas las hierbas venenosas que Svitrigaila te pidió. Ahora regresa con Svitrigaila y entrégale las hierbas venenosas que has recolectado.
QUEST_LV_0300_20150717_000088	Habla con el Maestro Clérigo para conseguir el agua bendita que Svitrigaila necesita.
QUEST_LV_0300_20150717_000089	Regreso a Svitrigaila
QUEST_LV_0300_20150717_000090	El Maestro Clérigo se negó obstinadamente a tu petición. Qué lástima. En fin, ve a contarle a Svitrigaila lo que pasó.
QUEST_LV_0300_20150717_000091	Le diste las hierbas venenosas a Svitrigala, y parece que las comió, pero no notas ningún cambio en él. Intenta hablar con él de nuevo.
QUEST_LV_0300_20150717_000092	Dado que Svitrigaila no sufrió ningún efecto al comer las hierbas venenosas, debe ser que primero debe mezclarlas con agua bendita y luego ingerirlas para obtener el resultado deseado. Encuentra al Maestro Clérigo y consigue el agua bendita de él.
QUEST_LV_0300_20150717_000093	Destruye la terminal
QUEST_LV_0300_20150717_000094	Habla un poco más con Svitrigaila.
QUEST_LV_0300_20150717_000095	Destruye la terminal del compactador de almas
QUEST_LV_0300_20150717_000096	Para ayudar a Svitrigaila, tendrás que destruir el Dispositivo de Compactación de Almas. Necesitarás reunir algunas herramientas para destruir la terminal del Dispositivo de Compactación de Almas y, antes, el ordenador central. Lo primero es lo primero: destruye la primera terminal.
QUEST_LV_0300_20150717_000097	Informar a Svitrigaila
QUEST_LV_0300_20150717_000098	Has destruido la terminal. Y has recuperado con éxito el núcleo de la terminal. Dale el núcleo a Svitrigaila.
QUEST_LV_0300_20150717_000099	Destruye la terminal y recupera su núcleo.
QUEST_LV_0300_20150717_000100	Pregúntale a Svitrigaila cómo destruir la terminal en la siguiente zona.
QUEST_LV_0300_20150717_000101	Raspe y recoja las partículas de petrificación.
QUEST_LV_0300_20150717_000102	Según Svitrigaila, necesitas amplificar la potencia del polvo explosivo para destruir la siguiente terminal, y para ello, tendrás que raspar y recoger partículas de objetos petrificados en esta zona.
QUEST_LV_0300_20150717_000103	Volar la terminal
QUEST_LV_0300_20150717_000104	Usa la pólvora explosiva que te dio Svitrigaila y las partículas de petrificación que recogiste para volar por los aires la segunda terminal.
QUEST_LV_0300_20150717_000105	Pregúntale a Svitrigaila qué necesitas hacer para destruir la siguiente terminal.
QUEST_LV_0300_20150717_000106	Destruye la terminal
QUEST_LV_0300_20150717_000107	Svitrigaila advierte que la tercera terminal quedará inutilizada si algo se acerca. Recupera el núcleo de los monstruos petrificados cercanos y lánzalo contra la terminal para destruirla.
QUEST_LV_0300_20150717_000108	Y el eterno descanso
QUEST_LV_0300_20150717_000109	Ahora que te has deshecho de todas las terminales, regresa a Svitrigaila.
QUEST_LV_0300_20150717_000110	Encuentra los materiales para fabricar el Orbe Mágico.
QUEST_LV_0300_20150717_000111	Svitrigaila te entregó un manual para crear un orbe mágico capaz de liberar las almas atrapadas en el Compactador de Almas. Reúne los materiales necesarios que Svitrigaila no pudo obtener de los monstruos y luego usa el manual para crear el Orbe de Svitrigaila.
QUEST_LV_0300_20150717_000112	Destruye el Compactador de Almas
QUEST_LV_0300_20150717_000113	Has creado el Orbe de Svitrigaila. Ahora lleva el orbe al Compactador de Almas.
QUEST_LV_0300_20150717_000114	Destruye el Compactador de Almas
QUEST_LV_0300_20150717_000115	Destruye el Compactador de Almas con el Orbe de Svitrigaila.
QUEST_LV_0300_20150717_000116	Una vez que colocaste el Orbe de Svitrigaila, ¡los monstruos comenzaron a volverse locos y a correr hacia ti! {nl}¡Lucha contra los monstruos!
QUEST_LV_0300_20150717_000117	El Compactador de Almas ha sido destruido. Ahora regresa a Svitrigaila.
QUEST_LV_0300_20150717_000118	Despídete definitivamente de Svitrigaila.
QUEST_LV_0300_20150717_000119	Parece que ha llegado el momento de conceder el deseo de Svitrigaila.
QUEST_LV_0300_20150729_000120	Si me ayudas a morir, te liberaré de esa maldición.
QUEST_LV_0300_20150729_000121	¿A quién le importa lo que le pase a este cuerpo que no puedo mover, ni siquiera escapar? Solo quiero descansar un poco.{nl}
QUEST_LV_0300_20150729_000122	Solo tienes que recoger las malas hierbas venenosas de la zona que está encima de nosotros.
QUEST_LV_0300_20150729_000123	Esa zona es conocida por su hierba azul...
QUEST_LV_0300_20150729_000124	Gracias. Déjame probar a comerlos uno por uno...
QUEST_LV_0300_20150729_000125	Tal como temía... sigo aquí.{nl}Escuché que el Maestro Clérigo tiene agua bendita que, cuando se mezcla con Bluebane, {nl}puede matar fácilmente a cualquier demonio.
QUEST_LV_0300_20150729_000126	¡Maestro clérigo!{nl}Ve a verlo y consigue agua bendita.
QUEST_LV_0300_20150729_000127	Que tengas un buen viaje a Klaipeda.
QUEST_LV_0300_20150729_000128	...?{nl}¿El guardián de almas del distrito de Dingofasil?{nl}¿No es un demonio?
QUEST_LV_0300_20150729_000129	¿Estás ayudando a un demonio? No me entrometeré en tus asuntos personales, pero como amo al servicio de la diosa, no puedo involucrarme en esto{nl}. Por favor, abandona este lugar.{nl}
QUEST_LV_0300_20150729_000130	Jamás me involucraré en el trabajo de un demonio.
QUEST_LV_0300_20150729_000131	Ya veo..{nl}. Debería haberlo esperado... Fui un tonto al esperar lo contrario.
QUEST_LV_0300_20150729_000132	Si llega a este punto, supongo que tendré que probar ese método ahora.{nl}Destruir el Compactador de Almas que está aquí... Los seres que me enviaron aquí me lo dijeron.{nl}El Compactador de Almas y yo somos uno y el mismo. ¿Por qué no recordé esto hasta ahora?
QUEST_LV_0300_20150729_000133	En algún lugar de esta zona hay un Compactador de Almas que absorbe almas humanas.{nl}Condensa su energía y la utiliza.{nl}Este es un lugar realmente adecuado para el Compactador de Almas porque,{nl}incluso después de que la Escarcha Petrificante pasara, sigue rebosante de actividad por parte de los {nl}Caballeros de Kaliss, ladrones de tumbas y soldados del Ejército Real.
QUEST_LV_0300_20150729_000134	{nl}{nl}Si lo pienso bien, los seres que me enviaron aquí debieron haber vinculado mi vida con el Compactador de Almas para que pudiera recolectar almas para ellos eternamente. Entonces, si el Compactador de Almas es destruido, ¿no moriría con él?
QUEST_LV_0300_20150729_000135	El Compactador de Almas tiene 3 terminales de los cuales absorbe almas.{nl}Ese mal presentimiento que tuviste antes también era un terminal tratando de absorber tu alma.{nl}Por ahora, intenta eliminar esos terminales.
QUEST_LV_0300_20150729_000136	{nl}Si logras destruir una terminal, deberías poder recuperar su núcleo.{nl}Necesitas recolectar esos núcleos para crear un orbe que te ayudará a destruir el Compactador de Almas.
QUEST_LV_0300_20150729_000137	Buen trabajo{nl}. Este núcleo se utilizará para crear un orbe que sobrecargará el ordenador central del Compactador de Almas. Ahora puedo sentir que mi muerte se acerca.
QUEST_LV_0300_20150729_000138	Intenta volar por los aires la segunda terminal.{nl}Aquí te daré algunos explosivos, pero tendrás que raspar algunas partículas de los objetos petrificados de esta zona para amplificar el poder de los explosivos.{nl}Como la Escarcha Petrificante pasa por aquí a menudo, hay muchos objetos petrificados por todas partes.{nl}{nl}
QUEST_LV_0300_20150729_000139	De nuevo, también tendrás que recuperar el núcleo desde esta terminal.
QUEST_LV_0300_20150729_000140	Ahora solo queda una terminal... Me siento cada vez más débil...{nl}La última terminal probablemente esté haciendo cortocircuito.{nl}Intenta obtener núcleos de los monstruos petrificados en el área y lanzarlos a la terminal.{nl}Eso debería ser suficiente para hacerla colapsar.
QUEST_LV_0300_20150729_000141	Y por supuesto, trae de vuelta el núcleo del último terminal.{nl}Las almas condensadas están concentradas dentro de esos núcleos... {nl}Solo necesitamos usarlas para crear un orbe que sobrecargará el Compactador de Almas.
QUEST_LV_0300_20150729_000142	Ahora que los has reunido todos, aquí tienes el manual{nl}. Úsalo para crear el orbe y sobrecargar el Compactador de Almas.{nl}
QUEST_LV_0300_20150729_000143	Solo quiero descansar...
QUEST_LV_0300_20150729_000144	¿Es esta la última vez? De verdad.
QUEST_LV_0300_20150729_000145	Veamos si tenemos todos los detonadores.
QUEST_LV_0300_20150729_000146	Has venido... pero ya es hora de que me vaya.
QUEST_LV_0300_20150729_000147	Me siento agotada.
QUEST_LV_0300_20150729_000148	Sí. Eso es. Dámelo.
QUEST_LV_0300_20150729_000149	¡Atención! Cuando tocas el dispositivo, sientes como si te estuvieran drenando el alma{nl}. ¡Debes encontrar a alguien que pueda solucionar esta situación!
QUEST_LV_0300_20150729_000150	Yo cooperaré
QUEST_LV_0300_20150729_000151	Relación entre el Dispositivo de Integración Espiritual y Svitrigaila
QUEST_LV_0300_20150729_000152	Tal vez tu alma se está agotando, estás perdiendo energía y resistencia gradualmente. ¡Date prisa y busca a alguien que pueda solucionar esta situación!
QUEST_LV_0300_20150729_000153	Obtén %s destruyendo la Terminal
QUEST_LV_0300_20150729_000154	Traiga el núcleo de la terminal
QUEST_LV_0300_20150729_000155	Lleva el Núcleo Terminal a Svitrigaila.
QUEST_LV_0300_20150729_000156	Artesanía %s
QUEST_LV_0300_20150730_000157	Como esperaba, tenemos que conseguir el Núcleo Terminal de nuevo.{nl}Hmm... Te lanzaré un hechizo de protección para que el terminal no te derrote como antes.{nl}Al menos tengo suficiente fuerza para eso.
QUEST_LV_0300_20150730_000158	Guío a las almas petrificadas de acuerdo con la voluntad de la diosa.
QUEST_LV_0300_20150730_000159	La Escarcha Petrificante llegará pronto{nl}. Pero no sabemos cuándo..{nl}. Me pregunto si el Detector de Petrificación funciona correctamente en la Ruta de Suministro. ¿Podrías comprobarlo, por favor?
QUEST_LV_0300_20150730_000160	Artesanía %s
QUEST_LV_0300_20150803_000161	Podrían ser asesinados ya que no hay noticias de ellos.{nl}Si encuentras sus cuerpos... por favor tráelos con sus recuerdos.
QUEST_LV_0300_20150803_000162	Tropas enteras fueron asesinadas. Gracias por la ayuda.{nl}Debería haber una parte en los recuerdos.
QUEST_LV_0300_20150803_000163	Debes pasar a reparar.{nl}Ten cuidado con la Escarcha Petrificante.
QUEST_LV_0300_20150803_000164	¿Agua bendita? ¿Para qué la necesitas?{nl}
QUEST_LV_0300_20150803_000165	¿Hay algún demonio que necesite agua bendita en el distrito de Dingofasil?{nl}...
QUEST_LV_0300_20150803_000166	No me inmiscuiré en tus asuntos personales, pero como clérigo no puedo ayudar a los demonios.
QUEST_LV_0300_20150803_000167	Tal vez esta sea la única manera...{nl}Destruir el Dispositivo de Integración Espiritual...{nl}Quienes me enviaron aquí me dijeron que el Dispositivo de Integración Espiritual y yo somos uno. {nl}{nl}¿Cómo pude olvidar eso?
QUEST_LV_0300_20150803_000168	El Dispositivo de Integración Espiritual absorbe almas de 3 terminales.{nl}La maldición de hace un tiempo era el proceso para absorber almas.{nl}Destruyamos los terminales uno por uno.
QUEST_LV_0300_20150803_000169	Entonces trae el núcleo.{nl}Oh, te lanzaré un hechizo para que no vuelvas a ser maldecido.
QUEST_LV_0300_20150803_000170	Debemos destruir la segunda terminal. {nl}Te daré algunas bombas, pero para amplificar los efectos de las bombas, {nl}necesitarás polvo de agua petrificada.
QUEST_LV_0300_20150803_000171	También deberíamos obtener el núcleo de la terminal esta vez.{nl}Hmm... el hechizo se ha liberado para que no nos haga daño. Lo bloquearé de nuevo.
QUEST_LV_0300_20150803_000172	Aquí está.{nl}El detector roto se puede arreglar fácilmente con estas piezas.{nl}Si las piezas no se mantienen bien en su lugar, consiga algunas cuerdas de los monstruos cercanos y {nl}úselas.
QUEST_LV_0300_20150803_000173	La reparación en sí no es tan difícil. Lo difícil es conseguir las piezas necesarias.
QUEST_LV_0300_20150803_000174	Has regresado de un largo viaje. Así que estas son las partes.
QUEST_LV_0300_20150803_000175	Vamos a repararlo ahora.
QUEST_LV_0300_20150803_000176	Los demonios y las diosas, y sobre la Ciudad Petrificada
QUEST_LV_0300_20150803_000177	La razón por la que las diosas no pudieron salvar la Ciudad Petrificada
QUEST_LV_0300_20150803_000178	Envía palabras de agradecimiento
QUEST_LV_0300_20150803_000179	Compruebe la funcionalidad del detector (6)
QUEST_LV_0300_20150803_000180	Aviso/La maldición ha sido liberada#5
QUEST_LV_0300_20150803_000181	Recoge los cadáveres de los guardias.
QUEST_LV_0300_20150803_000182	Según las palabras de la Guardia Real Retia, busquemos a los demás guardias que fueron enviados a la Fortaleza Costera{nl}. Si sufrieron algún accidente, recojan sus recuerdos{nl}. Los monstruos podrían habérselos llevado, así que sería buena idea buscarlos en la Fortaleza Costera.{nl}
QUEST_LV_0300_20150803_000183	Regreso a la Guardia Real del Ejército Retia
QUEST_LV_0300_20150803_000184	Lamentablemente, los guardias del Ejército Real han muerto{nl}. Has recogido sus cadáveres, así que regresa a Retia.
QUEST_LV_0300_20150803_000185	Dado que has recogido todos los cadáveres de los guardias que se fueron a la Fortaleza Costera para {nl}reparar el detector, parece que podrás obtener algunas partes del detector de Retia. {nl}Habla con ella.
QUEST_LV_0300_20150803_000186	Obtén algunas piezas
QUEST_LV_0300_20150803_000187	Obtén algunas piezas de Retia
QUEST_LV_0300_20150803_000188	Adquiriste algunas partes de Retia. Ahora, regresa con Kupole Meile en la Fortaleza Costera.
QUEST_LV_0300_20150908_000189	Reparar
QUEST_LV_0300_20150908_000190	¡El detector comenzó a activarse!
QUEST_LV_0300_20150908_000191	Las piezas no están bien sujetas{nl}. ¡Necesitas algún tipo de correa!
QUEST_LV_0300_20150908_000192	Deberías conseguir algunas correas.
QUEST_LV_0300_20150908_000193	Al observar el dispositivo
QUEST_LV_0300_20150908_000194	¡Sientes que tu espíritu se está moviendo fuera de tu cuerpo cuando tocas el dispositivo! ¡Deberías buscar a alguien que pueda ayudarte!{nl}
QUEST_LV_0300_20150908_000195	La maldición ha sido liberada
QUEST_LV_0300_20150908_000196	¡Evita los ataques de los monstruos y destruye la terminal!
QUEST_LV_0300_20150908_000197	Colocar el dispositivo de ignición para la pólvora explosiva
QUEST_LV_0300_20150908_000198	¡La terminal ha explotado y desaparecido!
QUEST_LV_0300_20150908_000199	Colocando el orbe
QUEST_LV_0300_20150908_000200	Parece que lo que Svitrigaila deseaba se ha cumplido.
QUEST_LV_0300_20150908_000201	Coleccionar
QUEST_LV_0300_20150908_000202	¡Has recogido los cadáveres y obtenido sus recuerdos!
QUEST_LV_0300_20150908_000203	¡Has recogido los cadáveres!
QUEST_LV_0300_20150908_000204	¡Has extraído las flores venenosas!
QUEST_LV_0300_20150908_000205	¡No has logrado extraer nada!
QUEST_LV_0300_20150908_000206	Recolectar el polvo de petrificación
QUEST_LV_0300_20150908_000207	¡Has recolectado polvo de petrificación!
QUEST_LV_0300_20150908_000208	¡No has conseguido recoger el polvo de persistencia!
QUEST_LV_0300_20150908_000209	Extrayendo el núcleo del monstruo
QUEST_LV_0300_20150908_000210	¡Obtuviste el núcleo!
QUEST_LV_0300_20150908_000211	No has obtenido nada
QUEST_LV_0300_20151001_000212	¡Revelador! ¿Estás bien?{nl}La escarcha petrificante es realmente peligrosa.{nl}
QUEST_LV_0300_20151001_000213	Estoy guiando a los espíritus que sufrieron la Escarcha Petrificante hace mucho tiempo.{nl}
QUEST_LV_0300_20151001_000214	Pero la Escarcha Petrificante es la maldición de la Reina Demonio Gesti..{nl}. Nos convierte a los Kupoles en piedra.{nl}
QUEST_LV_0300_20151001_000215	Al menos deberíamos averiguar cuándo soplará la Escarcha Petrificante.{nl}Hay algunos detectores de petrificación que los humanos dejaron atrás, pero algunos parecen estar rotos.{nl}¿Puedes ayudarme?
QUEST_LV_0300_20151001_000216	El detector que viste parece estar funcionando bien.{nl}Por favor, observa cómo funcionan los demás detectores.
QUEST_LV_0300_20151001_000217	La Escarcha Petrificante convierte todo en piedra{nl}. Incluso los espíritus. Nosotros, los Kupoles, no somos una excepción.
QUEST_LV_0300_20151001_000218	Ah, eso es.{nl}Dos de ellos están rotos.
QUEST_LV_0300_20151001_000219	Será mejor que preguntemos por los soldados que crearon los detectores sobre ellos.{nl}Escuché que la persona llamada Retia es la oficial, así que podríamos recibir ayuda de ella.
QUEST_LV_0300_20151001_000220	Está en la plaza Verkti.{nl}Los asuntos humanos no pueden ser resueltos por los Kupoles, así que contamos contigo.
QUEST_LV_0300_20151001_000221	¿Te refieres al detector de petrificación de la Fortaleza Costera? Ya lo sabemos.{nl}
QUEST_LV_0300_20151001_000222	¿Aún no ha llegado? Ya he enviado a los soldados allí.{nl}{nl}
QUEST_LV_0300_20151001_000223	No tengo un buen presentimiento sobre esto.{nl}Debido a los numerosos ataques de monstruos aquí, no tenemos fuerzas adicionales para enviar.{nl}¿Puedo pedirle que siga a los guardias que fueron enviados para la reparación?
QUEST_LV_0300_20151001_000224	Tal vez hayan sido atacados en la Fortaleza Costera{nl}. Pero son los guardianes del reino. Sus cadáveres deberían ser traídos aquí.
QUEST_LV_0300_20151001_000225	Se informa con frecuencia de la presencia de la Escarcha Petrificante en la entrada de la Fortaleza Costera, así que creo que estarán por allí{nl}. En caso de que encuentres algún cadáver, por favor, recógelo.{nl}
QUEST_LV_0300_20151001_000226	Supongo que ya era demasiado tarde{nl}. Gracias por recoger los cadáveres.
QUEST_LV_0300_20151001_000227	Por favor, vuelve después de arreglar el detector de petrificación.{nl}Tengo algo que decir.
QUEST_LV_0300_20151001_000228	Cuento contigo para guiar a todos los espíritus hacia las diosas.
QUEST_LV_0300_20151001_000229	Por último, hay una historia que quieren contarle al Revelador{nl}. Querrás saber por qué los humanos sufren esto.{nl}
QUEST_LV_0300_20151001_000230	El rumor de que la Escarcha Petrificante es el pecado de la revuelta es solo una historia inventada.{nl}La maldición llegó después de la revuelta, así que bien podrían pensarlo.{nl}
QUEST_LV_0300_20151001_000231	No, sin embargo. {nl}Todo era parte de su plan.
QUEST_LV_0300_20151001_000232	Sin embargo, los primeros en romperlo fueron los demonios.{nl}Esa es la Escarcha Petrificante... murieron y sus espíritus se convirtieron en piedra.{nl}
QUEST_LV_0300_20151001_000233	La reina demonio Gesti trajo la maldición de la petrificación sobre esta tierra, y las diosas intentaron salvar a los humanos{nl}. Pero los demonios nos preguntaron si habíamos olvidado no interferir en los asuntos de los demás y...{nl}{nl}
QUEST_LV_0300_20151001_000234	Espera{nl}. Este recuerdo es demasiado horrible..{nl}. Una horrible catástrofe ha llegado.
QUEST_LV_0300_20151001_000235	Como un gran desastre que la diosa podría abandonar para salvar este lugar petrificado.{nl}La Escarcha Petrificante... Todo eso... Esto es lo que debemos sufrir para salvar aquello que {nl}abandonamos.
QUEST_LV_0300_20151001_000236	Intentaré salvar a los espíritus de ahora en adelante{nl}. Ya que arreglaste todos los detectores, podremos guiar a los espíritus al sueño eterno.
QUEST_LV_0300_20151001_000237	Haremos todo lo posible para guiar a cada uno de ellos{nl}. Espero que las diosas te bendigan.
QUEST_LV_0300_20151001_000238	Supongo que no puedes confiar en mí, ya que un demonio como yo te está pidiendo un favor{nl}. Pero mírame bien{nl}. No importa si te ríes de mí.
QUEST_LV_0300_20151001_000239	He intentado escapar durante cientos de años{nl}. Pero la maldición de la petrificación es el poder de la Reina Demonio{nl}. Esta depresión interminable me está asfixiando.{nl}
QUEST_LV_0300_20151001_000240	Aunque escapes, seguirás siendo un traidor{nl}. Te llamarán "traidor" mientras estés a los pies de los colegas que se burlaron de ti...{nl}
