QUEST_LV_0400_20161005_000012	Quiero decir, todo esto se debe a Lydia Schaffen.{nl}¡Debería haber tomado su Flechette o lo que sea si la hubiera usado para matar a Ziburynas!	리디아 샤펜도 그렇지. {nl}플레세트인지 뭔지로 지부리나스를 죽였으면 화살을 수거해 가야지 그냥 두고가?				아퀼라스
QUEST_LV_0400_20161005_000013	{nl}A quién le importa si es una persona legendaria.{nl}No sabe cuidar sus cosas.	{nl}전설적인 사람이라고 추앙 받으면 뭐해.{nl}자기 물건도 소중히 안 다루는걸.				아퀼라스
QUEST_LV_0400_20161005_000014	{nl}No puedo entender a mi maestro.{nl}No sé cómo me pueden perdonar si encuentro a esa Flechette o lo que sea.	{nl}스승님도 참 이해 안돼.{nl}플레세트인지 뭔지를 찾으면 용서를 구할 수는 있는 거야?				아퀼라스
QUEST_LV_0400_20161005_000015	{nl}Incluso si de alguna manera estoy de acuerdo en que es importante... No entiendo cómo se supone que es importante informar sobre la vegetación.{nl}Uf... No es mi tipo de trabajo.	{nl}백 번 양보해도.. 찾으려는 화살은 안 찾고 식생이나 보고하라는 건 정말 이해가 안돼.{nl}으… 하기 싫어.				아퀼라스
QUEST_LV_0400_20161005_000016	Estaría muy agradecido si me ofrecieras algún tipo de ayuda. {nl}En primer lugar, ¿podrías conseguirme algunas flores de Poppy Bracken, Aily Grass y Pria?	도와준다면야 나야 좋지.{nl}일단 포피 고사리와 아일리 풀, 프리아 꽃잎을 모아줘.				아퀼라스
QUEST_LV_0400_20161005_000017	{nl}¿Qué tienen que ver con la flecha legendaria?{nl}Yo tampoco tengo idea.	{nl}이게 전설의 화살이랑 무슨 상관이냐고?{nl}그건 나도 정말 궁금해.				아퀼라스
QUEST_LV_0400_20161005_000018	Estúpida Flechette o como se llame...	플레세트인지 뭔지 참 내..				아퀼라스
QUEST_LV_0400_20161005_000019	Mechen	메켄				
QUEST_LV_0400_20161005_000020	Pensé que Aquilas había venido a informar...{nl}Este lugar es peligroso debido a todos los monstruos y demonios.	아퀼라스가 보고하러 온 줄 알았는데…{nl}이곳은 몬스터들 뿐만 아니라 마족들도 돌아다녀서 위험한 곳입니다.				메켄
QUEST_LV_0400_20161005_000021	{nl}¿Qué tal si te vas si no tienes ningún negocio importante?	{nl}별 일이 없다면 어서 떠나시는 것이..				메켄
QUEST_LV_0400_20161005_000022	{nl}¿Oh?{nl}Ah, eres un Revelador.	{nl}아..?{nl}오, 계시자님이시군요.				메켄
QUEST_LV_0400_20161005_000023	{nl}Parece que tienes curiosidad por saber qué estamos haciendo mis aprendices y yo aquí.{nl}¿Has oído algo de Aquilas?	{nl}저와 제자들이 여기서 무엇을 하고 있는지 궁금하신 듯 합니다.{nl}아퀼라스에게서 혹시 들으신 것이 있으신지..				메켄
QUEST_LV_0400_20161005_000024	{nl}Oh, soy miembro de la Torre Astral y hermano del ex líder.{nl}Cometí un gran error mientras Ignas intentaba tomar el control de la Torre Astral.	{nl}아, 전 별의 탑 단원이자 별의 탑 전 단장의 친동생입니다.{nl}이그나스가 별의 탑을 장악하는 과정에서 실수를 저지르고 말았지요.				메켄
QUEST_LV_0400_20161005_000025	{nl}Ignas no desaprovechó la oportunidad y se hizo cargo de la Torre Astral.{nl}Por supuesto, el resto de integrantes no me miran con tan buenos ojos.	{nl}그리고 제 실수를 놓치지 않은 이그나스는 별의 탑을 장악하게 되었습니다.{nl}당연히 별의 탑 단원들은 저를 좋지 않게 보게 됐습니다.				메켄
QUEST_LV_0400_20161005_000026	{nl}No importa cómo les diga que fue un error, se niegan a escuchar.	{nl}고의가 아니었음을 이야기 해도 단원들은 들어주지 않았고 모두 제게 등을 돌렸습니다.				메켄
QUEST_LV_0400_20161005_000027	{nl}Es por eso que he decidido intentar encontrar a Flechette de Lydia Schaffen para intentar deshacer mis malas acciones.	{nl}제 실수를 만회할 수 있는 방법을 찾다가.. {nl}리디아 샤펜의 전승 중 하나인 플레세트를 찾기로 결심했습니다.				메켄
QUEST_LV_0400_20161005_000028	{nl}Al menos fingirán escuchar si traigo la Flechette.{nl}He venido a este lugar porque estoy casi seguro de que su Flechette debe estar en el bosque de Ziburynas.	{nl}플레세트를 찾아 가면 단원들도 제 이야기를 들어줄 것이니까요.{nl}여러 가지 조사 끝에.. 지부리나스 숲에 플레세트가 있을 가능성이 높다고 판단했습니다.				메켄
QUEST_LV_0400_20161005_000029	{nl}Mis aprendices y yo hemos estado intentando buscar la Flechette pero no ha habido progreso.	{nl}그래서 제자들을 데리고 플레세트를 찾고 있지만 별다른 진척이 없군요.				메켄
QUEST_LV_0400_20161005_000030	Veo que lo has reunido todo.{nl}Gracias.	모아왔구나.{nl}고마워.				아퀼라스
QUEST_LV_0400_20161005_000031	{nl}Ve al campamento y pregúntale a mi maestro si te preguntas por qué tuvimos que hacer esto.	{nl}이런 일을 시키신 스승님은 캠프에 계시니깐 이런 걸 찾는 이유가 궁금하면 가 봐.				아퀼라스
QUEST_LV_0400_20161005_000032	{nl}Bueno, será mejor que empiece a mirar estas cosas corrientes para encontrar algo diferente.	{nl}그럼 나는 별 특이할 것이 없어 보이는 것들을 들여다 보면서 특이한 점을 찾아봐야겠다.				아퀼라스
QUEST_LV_0400_20161005_000033	Hmm... Te agradezco tu entusiasmo, pero este lugar es demasiado peligroso con todos los demonios deambulando por ahí. {nl}Le agradecería que simplemente preguntara a mis aprendices cómo les está yendo.	음.. 매우 감사 드립니다만, 이곳은 마족들이 돌아다니고 있어 위험합니다. {nl}직접 찾기보단 제 제자들의 수색 상황을 알아봐주셨으면 합니다.				메켄
QUEST_LV_0400_20161005_000034	{nl}Woognis está en Vilkas Nest, Jenonhas está en Kainen Crossing.	{nl}우그니스는 빌카스의 서식지에서, 제노나스는 카이넨 나루터에 있습니다.				메켄
QUEST_LV_0400_20161005_000035	¡Vaya, me asustaste! ¿Quién eres?	으앗 깜짝이야, 누구십니까?				우그니스
QUEST_LV_0400_20161005_000036	{nl}¿La situación actual?{nl}Ni siquiera me he acercado al área porque tengo demasiado miedo.	{nl}수색 상황이요?{nl}저는 지금 수색은 커녕 근처에 가는 것조차 무섭다구요.				우그니스
QUEST_LV_0400_20161005_000037	{nl}Ese de ahí está el nido de Vilkas, pero ¿cómo se supone que voy a entrar ahí?{nl}No lo sé, tal vez pueda llegar si me cubro con piel de Vilkas...	{nl}저기가 바로 빌카스들의 주요 서식지인데, 어떻게 혼자 가요.{nl}빌카스의 털이라도 바를 수 있다면 모를까..				우그니스
QUEST_LV_0400_20161005_000038	Estaremos en peligro si vamos y luchamos contra Vilkas cerca de su nido.{nl}También hay muchos Vilkas en Kyrba Lot.	서식지 근처에서 빌카스를 잡으면 오히려 우리가 위험해질 수 있죠.{nl}키르바 공터에도 이곳 못지 않게 빌카스가 많이 있어요.				우그니스
QUEST_LV_0400_20161005_000039	{nl}¿Por qué no intentamos juntar pieles de Vilkas allí?	{nl}그곳에서 빌카스의 털을 모으도록 하죠.				우그니스
QUEST_LV_0400_20161005_000040	Hay muchos Vilkas en Kyrba Lot, por lo que debería ser bastante fácil conseguir su pelaje allí.	키르바 공터에서 빌카스가 많으니 털을 모으는데 좀 수월할 겁니다.				우그니스
QUEST_LV_0400_20161005_000041	Creo que podremos engañarlos haciéndoles creer que somos uno de sus amigos con esta cantidad de pelo.	이 정도 양이면 몬스터들이 천적도 동료라고 생각할 거에요.				우그니스
QUEST_LV_0400_20161005_000042	Estoy pensando en ir a buscar su nido con este pelaje encima.{nl}Es bastante grande así que no sé cuánto tiempo tomará pero...	이제 빌카스의 털을 이용해서 녀석들의 굴을 수색해보려고 해요.{nl}서식지가 꽤 넓어서 수색하는데 조금 벅차기는 하지만..				우그니스
QUEST_LV_0400_20161005_000043	No hay ningún motivo para que rechace tu oferta de ayuda.{nl}Vamos.	제 일을 돕겠다고 하시면 거절할 이유는 없죠.{nl}가시죠.				우그니스
QUEST_LV_0400_20161005_000044	No parece haber una Flechette donde revisé.{nl}¿Encontraste algo?	제가 확인한 곳에는 플레세트는 없어요.{nl}찾으신 거라도 있나요?				우그니스
QUEST_LV_0400_20161005_000045	{nl}Ah sí...{nl}Nada...	{nl}아 네..{nl}없었군요..				우그니스
QUEST_LV_0400_20161005_000046	Entonces mi búsqueda no resultó en nada.{nl}¿Dijiste que estabas recopilando informes?	결국 제 수색 상황은 제자리 걸음이네요.{nl}스승님이 당신을 통해서 저희들의 수색 상황을 알고 싶다고 하셨죠?				우그니스
QUEST_LV_0400_20161005_000047	{nl}Hay otros dos aprendices.{nl}Uno es Aquilas y el otro es Jenonhas.	{nl}저 말고도 스승님은 2명의 제자를 더 두셨어요.{nl}한 명은 아퀼라스 다른 한 명은 제노나스에요.				우그니스
QUEST_LV_0400_20161005_000048	{nl}Aquilas está en el camino hacia Phamer Forest y Jenonhas está en Kainen Crossing.{nl}Dijiste que ya conociste a Aquilas, así que intenta buscar a Jenonhas.	{nl}아퀼라스는 파마르 숲으로 향하는 길에 있고 제노나스는 카이넨 나루터에 있어요.{nl}아퀼라스는 이미 만나셨다고 하니.. 제노나스에게 가보세요.				우그니스
QUEST_LV_0400_20161005_000049	Volveré después de terminar todo aquí.	조금 마무리하고 스승님께 돌아갈 겁니다.				우그니스
QUEST_LV_0400_20161005_000050	Jenonhas	제노나스				
QUEST_LV_0400_20161005_000051	Muchas gracias.{nl}No lo habría logrado si no hubieras venido aquí.	정말로 감사합니다. {nl}당신이 아니었다면 전 롬펠누카들에게 당했을 거예요.				제노나스
QUEST_LV_0400_20161005_000052	Sí, eso es correcto.{nl}Estoy buscando la Flechette.	네 맞아요.{nl}플레세트를 찾고 있었어요.				제노나스
QUEST_LV_0400_20161005_000053	{nl}Si fuera algo que se hubiera podido encontrar tan fácilmente, la gente ya lo habría cogido, ¿no crees?{nl}Esto no tiene sentido.	{nl}그런데  이런 식으로 찾는다고 찾아질 물건이었으면 누군가 벌써 가져갔겠죠.{nl}정말 아무 소용이 없는 일이에요.				제노나스
QUEST_LV_0400_20161005_000054	{nl}Incluso hay demonios aquí.{nl}Esta vez no puedo entender mis órdenes.	{nl}심지어 마족이 있어 목숨까지 위험하다고요.{nl}스승님의 이번 지시는 이해가 안돼요.				제노나스
QUEST_LV_0400_20161005_000055	{nl}Tendré que hablar de esto más tarde.	{nl}따지러 가야겠어요.				제노나스
QUEST_LV_0400_20161005_000056	Todos están agotados porque están buscando una flecha que parece no existir.{nl}Especialmente donde hay tantos demonios deambulando...	어디에 있는지도 모르는 화살을 찾으라고 하니 다들 힘들었을 겁니다.{nl}더구나 마족이 이렇게 돌아다니는 곳에서..				메켄
QUEST_LV_0400_20161005_000057	{nl}Todo se debe a que no tengo la habilidad suficiente.	{nl}모두 제가 부족한 탓입니다.				메켄
QUEST_LV_0400_20161005_000058	El primer Fletcher Master creó la Flechette para Lydia Schaffen.{nl}Por supuesto que pensé en preguntarle al Fletcher Master.	플레세트는 현재 플레처 마스터의 선조가 만들어 리디아 샤펜에게 주었습니다.{nl}저라고 플레처 마스터에게 말 해볼 생각을 안 해 봤겠습니까?				메켄
QUEST_LV_0400_20161005_000059	{nl}Pero el Maestro Fletcher y los demás miembros de la Torre Astral... No me hablan porque piensan que soy un traidor.{nl}Por eso ni siquiera estoy pensando en eso.	{nl}하지만..플레처 마스터나.. 별의 탑 단원들은 절 배신자라 생각해 도와주지 않을 겁니다.{nl}그래서 기대도 하지 않고 있어요..				메켄
QUEST_LV_0400_20161005_000060	Por supuesto que agradecería la ayuda pero...{nl}Estoy seguro de que no hará ninguna diferencia.	그렇게 나서 주시겠다면 감사한 일입니다만..{nl}청해봐도 소용없을 겁니다.				메켄
QUEST_LV_0400_20161005_000061	{nl}Sin embargo, no te decepciones demasiado.{nl}El Maestro Fletcher está en el Jardín Antiguo de la Diosa.	{nl}그래도 너무 실망하지 마십시오.{nl}플레처 마스터는 여신의 옛뜰에 있습니다.				메켄
QUEST_LV_0400_20161005_000062	Maestro Fletcher	플레처 마스터				
QUEST_LV_0400_20161005_000063	¿Dijiste que Mechen te pidió que encontraras la Flechette?{nl}¿Aun así viniste a verme sabiendo qué tipo de persona es, en lo cierto?	메켄이 플레세트를 찾도록 도와달라고 하셨소?{nl}그 자가 어떤 자인지 알고 내게 부탁하고 있는 거요?				플레처 마스터
QUEST_LV_0400_20161005_000064	{nl}Por supuesto que podría pensar en ayudarlo si acepta devolver la Flechette después de encontrarla.{nl}Sin embargo, mostrará sus verdaderos colores tan pronto como encontremos la Flechette.	{nl}그 자가 플레세트를 찾고 내게 돌려준다면 조금이라도 도와줄 의향이 있소. {nl}하지만 플레세트를 찾으면 분명 속내를 드러내 그것을 차지할 것이오.				플레처 마스터
QUEST_LV_0400_20161005_000065	Si dices eso, estaré de acuerdo en ayudarte.	그렇게까지 하겠다면 당신을 믿어 보겠소.				플레쳐 마스터
QUEST_LV_0400_20161005_000066	{nl}Esta es una receta para detectar la Flechette.{nl}Llévale esto a Mechen.	{nl}여기 플레세트를 탐지할 수 있는 장치의 제작서요.{nl}이걸 가지고 메켄에게 가시오.				플레쳐 마스터
QUEST_LV_0400_20161005_000067	El Jardín Antiguo de la Diosa...{nl}Será un viaje largo.	여신의 옛뜰입니다.{nl}먼 길이 되실 겁니다..				메켄
QUEST_LV_0400_20161005_000068	¿Te dio una receta que nos permitirá fabricar equipos que nos ayudarán a detectar la Flechette?	플레세트를 탐지 할 수 장치를 만드는 방법이 적힌 제작서를 줬단 말입니까?				메켄
QUEST_LV_0400_20161005_000069	{nl}¿Cómo decidió ayudarnos?	{nl}어떻게 그가 저를 도울 생각을 하게 된 거죠?				메켄
QUEST_LV_0400_20161005_000070	{nl}Ah...	{nl}아.. 				메켄
QUEST_LV_0400_20161005_000071	{nl}Ya veo.{nl}Aceptó ayudarnos con la condición de tener mi vida si no le doy la Flechette.	{nl}그렇군요.{nl}제가 플레세트를 내주지 않을 땐 제 목을 치겠다는 말을 듣고서야 돕겠다는 거군요.				메켄
QUEST_LV_0400_20161005_000072	{nl}No creo que sea necesario.{nl}Entonces echaré un vistazo a esta receta...	{nl}제 목을 쳐야 하는 상황은 없을 겁니다.{nl}그럼 저는 이 제작서를 좀 읽어보겠습니다.				메켄
QUEST_LV_0400_20161005_000073	Mechen es la persona que permitió que derribaran al anterior líder de la Torre Astral, su hermano.	메켄은 별의 탑 단장이자 자신의 친형을 단장 자리에서 끌어내리는데 일등 공신을 한 인물이오.				플레쳐 마스터
QUEST_LV_0400_20161005_000074	{nl}¿Cómo puedo confiar en una persona así?	{nl}그런 인간을 어찌 믿겠소.				플레쳐 마스터
QUEST_LV_0400_20161005_000075	Se dice que la Flechette está elaborada a partir de la energía divina de la Diosa.{nl}Dice que tenemos que obtener la energía de un demonio poderoso ya que reaccionará a su energía.	플레세트는 여신의 신성력으로 만들어진 물건이라는군요.{nl}강력한 마족의 마력에 반응하니 마족의 마력이 필요하다고 제작서에 나와있습니다.				메켄
QUEST_LV_0400_20161005_000076	Me preocupa que nos haga ir a buscar y capturar un demonio.	제자들에게 마족의 마력을 구해오라고 지시를 했지만 잘해낼지 걱정입니다.				메켄
QUEST_LV_0400_20161005_000077	Has recopilado mucho.{nl}Ahora lo que necesitamos es...	꽤 많이 모아 주셨네요.{nl}그럼 이제 필요한 것은..				메켄
QUEST_LV_0400_20161005_000078	La receta dice que necesitamos esencia de Vilkas para poder controlar la energía del demonio.	제작서에는 마족의 마력을 제어할 수 있는 빌카스의 정수가 필요하다고 적혀있습니다.				메켄
QUEST_LV_0400_20161005_000079	Mis aprendices han ido a diferentes lugares para recolectar la esencia de Vilkas.{nl}¿Podrías ir a Kyrba Lot?	제자들은 각기 다른 장소로 가 빌카스의 정수를 모으고 있습니다.{nl}당신은 키르바 공터에서 빌카스의 정수를 모으면 됩니다.				메켄
QUEST_LV_0400_20161005_000080	Todo lo que tienes que hacer es recolectar la esencia de Vilkas de Kyrba Lot.	키르바 공터에서 빌카스의 정수를 모아주시면 됩니다.				메켄
QUEST_LV_0400_20161005_000081	Hemos reunido todos los materiales necesarios para crear el detector.{nl}Comenzaré a crearlo entonces.	탐지기를 만드는데 필요한 재료들은 모두 모였군요.{nl}그럼 탐지기를 만들어 보겠습니다.				메켄
QUEST_LV_0400_20161005_000082	Terminé de fabricar el detector.{nl}Se lo daré a mis aprendices para que intenten encontrar la Flechette.	탐지기가 완성됐습니다. {nl}플레세트를 찾도록 제자들에게 탐지기를 나눠 줄 겁니다.				메켄
QUEST_LV_0400_20161005_000083	{nl}Supongo que hará que sea más fácil encontrar la Flechette.	{nl}이제 플레세트를 수색하는데 조금이나마 수월해지겠군요.				메켄
QUEST_LV_0400_20161005_000084	Si desea participar en la búsqueda de Flechette, comience en Taylie Lot.{nl}Los otros lugares estarán cubiertos por mis aprendices.	플레세트를 찾는데 동참하시겠다면 테일리 공터에서 찾아주십시오.{nl}다른 곳은 제자들이 각각 흩어져서 수색할 테니까요.				메켄
QUEST_LV_0400_20161005_000085	{nl}Intenta usar el detector en Taylie Lot en lugares donde creas que podría estar la Flechette. {nl}Reaccionará si la Flechette está cerca.	{nl}테일리 공터로 가셔서 플레세트가 있을 법한 예상 위치에 탐지기를 사용해 보십시오.{nl}플레세트가 근처에 있으면 반응이 있을 겁니다.				메켄
QUEST_LV_0400_20161005_000086	Ve a Taylie Lot y busca la Flechette.	테일리 공터로 가서 탐지기로 플레세트를 찾으십시오.				메켄
QUEST_LV_0400_20161005_000087	Ah, ¿has encontrado la Flechette?{nl}Se siente un poco abrupto después de todo ese tiempo infructuoso que pasamos buscándola...	오, 플레세트를 찾으셨습니까?{nl}그렇게 찾아 다니던 시간이 허무할 정도로 금방 찾아오셨군요..				메켄
QUEST_LV_0400_20161005_000088	{nl}Por supuesto, ninguno de nosotros somos Reveladores...{nl}Buen trabajo.	{nl}역시 계시자님이십니다.{nl}고생 많으셨습니다.				메켄
QUEST_LV_0400_20161005_000089	{nl}Ahora es el momento de llevar la Flechette al Fletcher Master.	{nl}이제 플레세트를 플레쳐 마스터에게 전달해야겠지요.				메켄
QUEST_LV_0400_20161005_000090	Tenga cuidado.{nl}Deseo que esto ayude a resolver el malentendido entre nosotros.	잘 전해주십시오.{nl}이렇게 해서 플래쳐 마스터의 오해만이라도 풀렸으면 좋겠습니다.				메켄
QUEST_LV_0400_20161005_000091	Esta... es la Flechette que fue creada por mis mayores.{nl}No pensé que Mechen la daría tan fácilmente.	이건..선조께서 만드신 플레세트가 맞소.{nl}메켄이 이렇게 순순히 내줄지는 몰랐소.				플레처 마스터
QUEST_LV_0400_20161005_000092	{nl}Hmm...{nl}Toma esto.{nl}Dile que esto es una especie de recompensa por encontrarme la Flechette.	{nl}흠..{nl}이걸 가져 가시오.{nl}나를 대신해 그가 플레세트를 찾아 준거에 대한 보상이라 생각하라고 전해 주시고.				플레처 마스터
QUEST_LV_0400_20161005_000093	{nl}No sé cuánto bien le hará a su honor...{nl}Pero la gente al menos sabrá cuánto pasó para encontrar la Flechette.	{nl}떨어졌다고 하는 그의 명예를 얼마나 회복시켜 줄 지는 모르겠지만..{nl}플레세트를 찾아 헤맨 정성 정도는 다들 알아 줄 거요.				플레처 마스터
QUEST_LV_0400_20161005_000094	Una promesa es una promesa, así que la entregaré.	약속은 약속이니, 일단 돌려드려야지요.				메켄
QUEST_LV_0400_20161005_000095	Esto... es una Flecha de Prueba elaborada por el Maestro Fletcher...{nl}Espero que la gente me escuche un poco más si tengo esto.	이건..플레쳐 마스터가 만든 증명의 화살이군요..{nl}이거면 다들 제 진심을 조금은 알아 줄 겁니다.				메켄
QUEST_LV_0400_20161005_000096	Esto ayudará a Mechen a recuperar parte de su honor.	그것으로 어느 정도 메켄의 명예는 회복이 될 거요.				플레처 마스터
QUEST_LV_0400_20161005_000097	Hola.	여행자님이십니까.				사제 린타스
QUEST_LV_0400_20161005_000098	{nl}Somos aprendices de Maven.{nl}Estamos reescribiendo la información errónea que se ha difundido sobre el incidente de Ruklys en este Monumento.	{nl}저희는 메이번님의 제자들입니다.{nl}루클리스에 관해 왜곡되어 적힌 카듀멜 선왕의 기념비를 수정하는 일을 하고 있습니다.				사제 린타스
QUEST_LV_0400_20161005_000099	{nl}Estos fueron casi destruidos debido a las acciones del rey Kadumel.{nl}Sin embargo, el rey Barynwell decidió lanzarles magia para hacerlos ilegibles.	{nl}사실, 카듀멜 선왕의 행적 때문에 이 기념비들은 파괴될 뻔 했죠.{nl}하지만 바린웰 국왕께서는 기념비들을 파괴하는 대신, 변형 마법을 걸어 읽지 못하게 만들었습니다.				사제 린타스
QUEST_LV_0400_20161005_000100	{nl}Nos estamos preparando para deshacer la magia y hacer las correcciones.{nl}Sin embargo, los monstruos nos impiden hacer algo.	{nl}저희는 변형 마법을 풀고 기념비를 수정하기 위해서 여러 준비를 하고 있습니다.{nl}그러나 몬스터의 습격으로 모두 허사가 될 수 있는 상황에 왔습니다.{nl}				사제 린타스
QUEST_LV_0400_20161005_000101	Estaremos encantados de aceptar cualquier ayuda que puedas ofrecernos.	도와주시겠다니 염치불구하고 부탁을 드리겠습니다.				사제 린타스
QUEST_LV_0400_20161005_000102	{nl}Primero que nada, necesitamos encontrar los documentos.{nl}Estos documentos contienen instrucciones sobre cómo disipar la magia de transfiguración, pero se han dispersado debido a los ataques de monstruos.	{nl}일단, 문서를 찾아야 합니다.{nl}변형 마법을 풀 수 있는 방법이 적힌 문서인데, 몬스터의 습격으로 흩어지고 말았습니다.				사제 린타스
QUEST_LV_0400_20161005_000103	{nl}Tuvimos cuidado al realizar más movimientos ya que no queremos provocar más ataques de monstruos.	{nl}문서를 찾으려고 해도 언제 또 몬스터가 습격을 해 올 지 몰라 이렇게 소극적으로 움직이고 있습니다.				사제 린타스
QUEST_LV_0400_20161005_000104	{nl}Intente mirar primero Othorove Lot.	{nl}오소로브 공터를 먼저 찾아 봐 주십시오.				사제 린타스
QUEST_LV_0400_20161005_000105	Necesitamos esos documentos para disipar la magia y corregir la información de este Monumento.	그 문서가 있어야 변형 마법을 풀고 기념비의 내용을 수정할 수 있습니다.				사제 린타스
QUEST_LV_0400_20161005_000106	Veo que están todas dispersas así.{nl}Gracias por reunir todas las páginas.	그렇게 모두 낱장으로 흩어져 있었군요.{nl}모두 모아다 주셔서 감사합니다.				사제 린타스
QUEST_LV_0400_20161005_000107	{nl}Ahora...	{nl}그럼 이제..				사제 린타스
QUEST_LV_0400_20161005_000108	Tendremos que encontrar un orbe para disipar la magia.{nl}El orbe se agotará rápidamente, por lo que también teníamos un orbe de recarga.	변형 마법을 풀 수 있는 보주를 찾아야 합니다. {nl}이 보주는 금방 방전되기 때문에 보주를 충전할 수 있는 활력의 구를 같이 챙겼죠.				사제 린타스
QUEST_LV_0400_20161005_000109	El orbe absorberá la energía del orbe que se recarga.{nl}Por lo tanto, deberías poder encontrar dónde está el orbe si lo llevas contigo.	보주는 활력의 구에서 나오는 마력을 흡수합니다.{nl}그러니 활력의 구를 활용하면 보주들이 있는 곳을 알 수 있습니다.				사제 린타스
QUEST_LV_0400_20161005_000110	El orbe de recarga emitirá magia cuando se active.{nl}La magia irá hacia el orbe ya que intentará absorberlo y brillará cuando lo haga.	활력의 구를 사용하시면 구 안에서 마력이 나올 겁니다. {nl}마력은 보주가 있는 곳으로 흘러갈 것이고 보주는 마력을 흡수 할 때 빛 날 것입니다.				사제 린타스
QUEST_LV_0400_20161005_000111	{nl}Todo lo que tienes que hacer es encontrar el orbe.	{nl}빛이 나는 장소에 가 보주를 찾으시면 됩니다.				사제 린타스
QUEST_LV_0400_20161005_000112	La magia saldrá del orbe de recarga cuando se active.{nl}Podrás encontrar el orbe si lo sigues.	활력의 구를 사용하면 마력이 흘러나올 겁니다. {nl}그 마력을 따라가시면 보주가 있을 겁니다.				사제 린타스
QUEST_LV_0400_20161005_000113	¡Oh, muchas gracias!{nl}Ahora que tenemos los orbes...	오, 정말 감사합니다.{nl}이제 보주까지 모두 가져오셨으니..				사제 린타스
QUEST_LV_0400_20161005_000114	Hemos terminado todos los preparativos necesarios para disipar la magia en el Monumento al Rey Kadumel.	카듀멜 국왕의 기념비에 걸린 변형 마법을 풀 수 있는 준비는 모두 마쳤습니다.				사제 린타스
QUEST_LV_0400_20161005_000115	¿Has tratado con el Gosal?{nl}No puedo creer que hayas tomado esa cosa tú solo cuando nosotros tres...	고살을 처치하고 오셨다고요?{nl}저희가 모두 사제이긴 해도, 셋이서 쩔쩔매던 녀석을 처치하시다니..				사제 린타스
QUEST_LV_0400_20161005_000116	{nl}No pareces un viajero más por alguna razón...	{nl}그냥 평범한 여행자는 아니신 것 같은데요?				사제 린타스
QUEST_LV_0400_20161005_000117	Cualquiera que sea el caso, el Gosal ya no está, así que podremos ir allí.{nl}Tendremos que comprobar Tarkha Lot para ver cuál es el objeto.	어쨌든, 길을 막고 방해하던 고살도 사라졌으니 다시 가 보죠.{nl}타르카 공터에 있는 기념비로 추정되는 물체를 확인해봐야겠습니다.				사제 린타스
