UI_20150317_000157	Círculo {#ffff00}%s{/} %s Nv. {#ffff00}%s{/}	{#ffff00}%s{/}랭크 %s {#ffff00}%s{/}레벨				
UI_20150317_000158	Guerrero	젼샤				
UI_20150317_000159	Índice de Aventura {#ffff00}%s{/} (Rango{#ffff00}%s{/}/%s)	모험지수 {#ffff00}%s{/} ({#ffff00}%s{/}위/%s)				
UI_20150317_000160	Índice de Aventura {#ffff00}%s{/} ({#ffff00}Sin Rango{/})	모험지수 {#ffff00}%s{/} ({#ffff00}Unranked{/})				
UI_20150317_000161	Logros Totales : {#ffff00}%s{/}	업적달성 {#ffff00}%s{/}개				
UI_20150317_000162	Configuración	설정				
UI_20150317_000163	Borra el título de la pestaña para eliminarla.	탭 제목을 지우고 확인하면 탭이 삭제됩니다				
UI_20150317_000164	{@st49}Todo{/}	{@st49}전체{/}				
UI_20150317_000165	{@st49}Sistema{/}	{@st49}시스템{/}				
UI_20150317_000166	{@st49}Hablar{/}	{@st49}대화{/}				
UI_20150317_000167	{@st49}Combate{/}	{@st49}전투{/}				
UI_20150317_000168	{@st49}Objeto{/}	{@st49}아이템{/}				
UI_20150317_000169	{@st43}Créditos{/}	{@st43}크레딧{/}				
UI_20150317_000170	{@st43}Configuración de Fijar Objetivo {/}	{@st43}타겟 고정 설정 중{/}				
UI_20150317_000171	Nombre del NPC	엔피씨이름				
UI_20150317_000172	Comparar	비교				
UI_20150317_000173	Ilustración	일러스트				
UI_20150317_000174	Selecciona una conversación	대화 선택				
UI_20150317_000175	Ayuda de Texto	텍스트 헬프				
UI_20150317_000176	{@st41}Fabricación de Objeto{/}	{@st41}아이템 제조{/}				
UI_20150317_000177	{@st45tw2}Fabricando el objeto...	{@st45tw2}아이템 제작 중...				
UI_20150317_000178	%r segundos	%r 초				
UI_20150317_000179	{@st41}Cancelar{/}	{@st41}취소{/}				
UI_20150317_000180	{@st45tw2}Cantidad{/}	{@st45tw2}수량 {/}				
UI_20150317_000181	{@st45tw2}¿Deseas fabricar este objeto?	{@st45tw2}아이템을 만드시겠습니까?				
UI_20150317_000182	{@st41}Confirmar{/}	{@st41}결정{/}				
UI_20150317_000183	Información de Misión	퀘스트 정보				
UI_20150317_000184	{@st59}Cancelar Comercio{/}	{@st59}거래를취소합니다{/}				
UI_20150317_000185	{@st43}Comercio Personal{/}	{@st43}개인 거래{/}				
UI_20150317_000186	Mi Lista de Comercio	내 거래 목록				
UI_20150317_000187	Plata : %s	실버 : %s				
UI_20150317_000188	Entrar	입력				
UI_20150317_000189	{@st41}Aceptar	{@st41}수락				
UI_20150317_000190	{@st41}Confirmar	{@st41}최종확인				
UI_20150317_000191	Lista de Comercio de Otro Jugador (%s)	상대방(%s) 거래 목록				
UI_20150317_000192	Nombre de Otro Jugador	상대방이름				
UI_20150317_000193	{s18}{ol} {gr gradation1}Evento de región{/}	{s18}{ol}{gr gradation1}필드 이벤트{/}				
UI_20150317_000194	{s20}{ol}¡Derrota a la Tribu Vubbe! ¿Te gustaría unirte?	{s20}{ol}부베족을 물리쳐라! 참가하시겠습니까?				
UI_20150317_000195	{s20}{ol}%s ¿Te gustaría unirte?	{s20}{ol}%s 참가하시겠습니까?				
UI_20150317_000196	{s20}{ol}Participantes : (1/5)	{s20}{ol}참가 인원 : (1/5)				
UI_20150317_000197	{s20}{ol}Participantes : (%s/%s)	{s20}{ol}참가 인원 : (%s/%s)				
UI_20150317_000198	{s20}{ol}La partida comenzará en 1 segundo.	{s20}{ol}1초 후 게임이 시작됩니다.				
UI_20150317_000199	{s20}{ol}La partida comenzará en %s segundos.	{s20}{ol}%s초 후 게임이 시작됩니다.				
UI_20150317_000200	No mostrar esto más para hoy.	오늘 하루 보지 않기.				
UI_20150317_000201	No mostrar los eventos de región.	필드 이벤트를 보지 않습니다.				
UI_20150317_000202	Unirse al Juego	게임 참여				
UI_20150317_000203	Inicia una partida con otros jugadores.	플레이어들과 게임을 시작합니다.				
UI_20150317_000204	Rechazar invitación al juego.	게임 참여를 하지 않습니다.				
UI_20150317_000205	Preajustes de Aspersión	스프레이 프리셋				
UI_20150317_000206	{@st49}Seleccionar{/}	{@st49}선택{/}				
UI_20150317_000207	{@st49}Cancelar{/}	{@st49}취소{/}				
UI_20150317_000208	{@st49}Eliminar{/}	{@st49}삭제{/}				
UI_20150317_000209	Ingresa un nombre de archivo para guardar.	저장할 파일의 이름을 입력합니다.				
UI_20150317_000210	{@st43}Amigos	{@st43}친구				
UI_20150317_000211	{@st59}Cerrar{/}	{@st59}친구 목록를 닫습니다{/}				
UI_20150317_000212	{@st59b}Amigos{nl}{@st59s} - Hazte amigo de otros jugadores en el juego. {nl} - Puedes verificar el estado de tus amigos a través de la pestaña Lista de Amigos. {nl} - En la pestaña Gestionar, puedes invitar, rechazar o bloquear a tus amigos. {/}	{@st59b}친구{nl}{@st59s} - 친구 관계는 계정 사이에 생성{nl} - 목록 탭에서 친구들의 상태 확인/삭제 가능{nl} - 관리 탭에서 초대, 거절, 차단 등의 내용을 확인{/}				
UI_20150317_000213	{@st41b}Mostrar en Línea{/}	{@st41b}접속한 친구만 보기{/}				
UI_20150317_000214	{@st41b}Lista	{@st41b}목록				
UI_20150317_000215	{@st41b}Gestionar	{@st41b}관리				
UI_20150317_000216	{@st41b}Añadir amigo	{@st41b}친구 신청				
UI_20150317_000217	{@st41b}Bloquear	{@st41b}차단				
UI_20150317_000218	{@st59}Buscar{/}	{@st59}검색{/}				
UI_20150317_000219	{@st44}Gremio{/}	{@st44}길드{/}				
UI_20150317_000220	Gremio	길드				
UI_20150317_000221	Lista	명단				
UI_20150317_000222	Noticias	새소식				
UI_20150317_000223	Misión del Gremio	길드미션				
UI_20150317_000224	Miembros en Línea	접속중인 구성원 수				
UI_20150317_000225	{@st44}Crear Gremio{/}	{@st44}길드생성{/}				
UI_20150317_000226	{@st42}Crear{/}	{@st42}생성{/}				
UI_20150317_000227	{@st42}Cerrar{/}	{@st42}닫기{/}				
UI_20150317_000228	{@st42}Todo{/}	{@st42}전체{/}				
UI_20150317_000229	{@st42}Rankings de Hoy{/}	{@st42}오늘랭킹{/}				
UI_20150317_000230	{@st42}Rankings Semanales{/}	{@st42}주간랭킹{/}				
UI_20150317_000231	{@st56}Rango {/}	{@st56}순위{/}				
UI_20150317_000232	{@st56}Puntos{/}	{@st56}점수{/}				
UI_20150317_000233	{@st56}Clase{/}	{@st56}직업{/}				
UI_20150317_000234	{@st56}Nombre {/}	{@st56}이름{/}				
UI_20150317_000235	Página Anterior	이전 페이지				
UI_20150317_000236	Página Siguiente	다음 페이지				
UI_20150317_000237	{@st42}Buscar ID{/}	{@st42}ID 검색{/}				
UI_20150317_000238	Introduce una ID para buscar	입력한 ID를 검색합니다				
UI_20150317_000239	Cerrar el Salón de la Fama	명예의 전당을 닫습니다				
UI_20150317_000240	Introduce una ID para buscar	검색할 ID를 입력합니다				
UI_20150317_000241	{@st59} Resistencia {/}	{@st59}스태미나{/}				
UI_20150317_000242	{@st43}Lista de Ayuda{/}	{@st43}도움말 목록{/}				
UI_20150317_000243	{@st59}Cerrar{/}	{@st59}도움말 목록 창을 닫습니다{/}				
UI_20150317_000244	{@st59b}Lista de Ayuda{nl}{@st59s} - Si necesitas ayuda con algo, siempre puedes leer los Temas de Ayuda. {nl} - Selecciona un tema para ver más información sobre él. {/}	{@st59b}도움말 목록{nl}{@st59s} - 읽었던 도움말들을 목록에서 다시 확인 가능{nl} - 원하는 항목을 선택해서 상세 보기{/}				
UI_20150317_000245	{@st43}{s22}Ayuda{/}	{@st43}{s22}도움말{/}				
UI_20150317_000246	{@st47_b}{b}Temas de Ayuda{/}	{@st47_b}{b}도움말 제목{/}				
UI_20150317_000247	{@st42b}Contenido de Ayuda Simple{/}	{@st42b}심플 도움말내용{/}				
UI_20150317_000248	{@st59}Ver detalles{/}	{@st59}자세하게 보기{/}				
UI_20150317_000249	Por favor ingresa una cantidad	수량을 입력하세요				
UI_20150317_000250	{@st59}Ingresa el contenido{/}	{@st59}내용을 입력합니다{/}				
UI_20150317_000251	{@st41b}Confirmar	{@st41b}확인				
UI_20150317_000252	{@st59}Confirmar {/}	{@st59}입력 내용을 확인합니다{/}				
UI_20150317_000253	{@st41b}Cerrar	{@st41b}닫기				
UI_20150317_000254	{@st59}Cancelar {/}	{@st59}입력을 취소합니다{/}				
UI_20150317_000255	{@st43}Teletransporte{/}	{@st43}워프{/}				
UI_20150317_000256	{@st59}Cerrar{/}	{@st59}워프 창을 닫습니다{/}				
UI_20150317_000257	{@st59b}Teletransporte{nl}{@st59s} - Te permite viajar rápidamente a regiones que ya has visitado. {nl} - La función se activa cuando hay dos o más puntos de teletransporte disponibles. {nl} {/}	{@st59b}워프{nl}{@st59s} - 자신이 방문한 지역으로 워프할 수 있는 시스템{nl} - 워프가 2개이상일때 워프 기능 활성화{nl}{/}				
UI_20150317_000258	{@st41}Ubicación Actual : %s{/}	{@st41}현재 위치 : %s{/}				
UI_20150317_000259	{@st43}{s22}Teletransporte{/}	{@st43}{s22}워프{/}				
UI_20150317_000260	{@st41b}¿Deseas moverte a esta área?{/}	{@st41b}이 지역으로 이동하시겠습니까?{/}				
UI_20150317_000261	¿Qué tal Siauliai?	사울레이 어쩌고				
UI_20150317_000262	Monedas Consumidas : 0	소모 코인 : 0				
UI_20150317_000263	Introducción	인트로				
UI_20150317_000264	{@st43}Inventario{/}	{@st43}인벤토리{/}				
UI_20150317_000265	{@st59}Cerrar{/}	{@st59}인벤토리를 닫습니다{/}				
UI_20150317_000266	{@st59b}Equipo {nl} {@st59s}- Cabello/Traje: Equipo para cambiar la apariencia de un personaje. {nl} - Arma: Puede equipar armas de una o dos manos {nl} (sub-arma/escudo se puede equipar con un arma de una mano) {nl} - Armadura: Torso, Piernas, Guantes, Zapatos. {nl} - Accesorios: Puede equipar 1 Collar y 2 Brazaletes. {nl} {/}	{@st59b}착용장비{nl}{@st59s} - 헤어/코스튬 : 외형 변경 가능 아이템 착용{nl} - 무기 : 한손 장비 및 양손 장비 착용 가능{nl}   (한손 장비 착용시 서브웨폰/방패 착용 가능 ){nl} - 방어구 : 상의, 하의, 장갑, 신발 착용{nl} - 악세서리 : 목걸이 1개, 팔찌 2개 착용{nl}{/}				
UI_20150317_000267	{@st59}Traje de Cabello 1{/}	{@st59}헤어 코스튬1{/}				
UI_20150317_000268	{@st59}Traje de Cabello 2{/}	{@st59}헤어 코스튬2{/}				
UI_20150317_000269	{@st59}Collar{/}	{@st59}목걸이{/}				
UI_20150317_000270	{@st59}Traje{/}	{@st59}코스튬{/}				
UI_20150317_000271	{@st59}Arriba{/}	{@st59}상의{/}				
UI_20150317_000272	{@st59}Guantes{/}	{@st59}장갑{/}				
UI_20150317_000273	{@st59}Abajo{/}	{@st59}하의{/}				
UI_20150317_000274	{@st59}Zapatos{/}	{@st59}신발{/}				
UI_20150317_000275	{@st59}Mano Izquierda{/}	{@st59}왼손{/}				
UI_20150317_000276	{@st59}Mano Derecha{/}	{@st59}오른손{/}				
UI_20150317_000277	{@st59}Brazalete 1{/}	{@st59}팔찌1{/}				
UI_20150317_000278	{@st59}Brazalete 2{/}	{@st59}팔찌2{/}				
UI_20150317_000279	{@st59}Brazalete de Brazo{/}	{@st59}암밴드{/}				
UI_20150317_000280	{@st59}Buscar{/}	{@st59}입력한 이름으로 검색합니다{/}				
UI_20150317_000281	Peso	무게				
UI_20150317_000282	{@st43}Buff de Equipo{/}	{@st43}장비 버프{/}				
UI_20150317_000283	{@st59}Cerrar{/}	{@st59}수리 UI를 닫습니다{/}				
UI_20150317_000284	{@st42}Disponible para Buff	{@st42}버프 가능 장비 목록				
UI_20150317_000285	{@st42}Consumir{/}	{@st42}소모 아이템{/}				
UI_20150317_000286	{@st42}Ejecutar	{@st42}실행				
UI_20150317_000287	{@st42}Objeto Objetivo{/}	{@st42}타겟 아이템{/}				
UI_20150317_000288	{@st59}Anillo 1{/}	{@st59}링1{/}				
UI_20150317_000289	{@st43}Fabricación de Objeto{/}	{@st43}아이템 제작{/}				
UI_20150317_000290	{@st42b}Mostrar Objetos Fabricables{/}	{@st42b}재료가 있는 것만 보기{/}				
UI_20150317_000291	{@st59}Cerrar{/}	{@st59}아이템 제작을 닫습니다{/}				
UI_20150317_000292	{@st43}{s22}Dividir Objeto	{@st43}{s22}아이템 나누기				
UI_20150317_000293	{@st59}Ingresa una cantidad{/}	{@st59}개수를 입력하세요{/}				
UI_20150317_000294	Barra de HP del Monstruo	몬스터 체력게이지				
UI_20150317_000295	{@st44}¡Conjunto de Objetos adquirido!{/}	{@st44}세트 아이템 획득{/}				
UI_20150317_000296	Guerrero de Teclado	키보드 워리어				
UI_20150317_000297	Muertes	킬				
UI_20150317_000298	99 minutos 99 segundos	99분 99초				
UI_20150317_000299	38000 puntos	38000 점				
UI_20150317_000300	Poción de Velocidad Mejorada	향상된 신속의 물약				
UI_20150317_000301	{@st41}Confirmar{/}	{@st41}확 인{/}				
