ITEM_20150317_000052	Dunkel Cinquedea	던켈 친퀘데아			
ITEM_20150317_000053	Espada Dunkel	던켈 샴시르			
ITEM_20150317_000054	Kozuka	코주카			
ITEM_20150317_000055	No hay informacíon de herramienta disponible	툴팁이 없습니다.			
ITEM_20150317_000056	Badelaire	바들레르			
ITEM_20150317_000057	Saif	사이프			
ITEM_20150317_000058	Colichemarde	콜리슈마르드			
ITEM_20150317_000059	Firangi	피란기			
ITEM_20150317_000060	Cortador de espinas	쏜 커터			
ITEM_20150317_000061	Espada de Demion	데미온소드			
ITEM_20150317_000062	Espada Maestra	지존검			
ITEM_20150317_000063	Espada de pantomima	판토 소드			
ITEM_20150317_000064	Una vulgar espada usada por un Panto. Puedes crear una mejor versión tu mismo. 	판토들이 사용하지만 직접 제작하면 더 나은 판토 소드를 만들 수 있습니다.			
ITEM_20150317_000065	Flonas Sabre	플로나스 사브르			
ITEM_20150317_000066	Algunos dicen que esta arma libera el rencor que las plantas tienen contra las bestias.	어떤 사람들은 이 검에 식물이 동물에게 품은 감정이 발현된다고 합니다.			
ITEM_20150317_000067	Halcón Dorado	골든 폴쳔			
ITEM_20150317_000068	Posiblemente debido a la correlación de oro con la fortuna, el Falchion de Oro otorga a su portador con la buena suerte durante la batalla. Por supuesto, perjudica gravemente a sus enemigos.	황금이 행운의 상징인 때문인지 골든 폴쳔은 전투에서 행운을 선사하곤 합니다. 물론 적에게는 심한 피해가 되겠지요.			
ITEM_20150317_000069	Falchion de acero	스틸 폴쳔			
ITEM_20150317_000070	El Falchion de acero es una buena opción para los que persiguen la precisión en su manejo con la espada. 	검법의 정밀함을 추구하는 검사라면 스틸 폴쳔이 좋은 선택일 수 있습니다.			
ITEM_20150317_000071	Falchion de plata	실버 폴쳔			
ITEM_20150317_000072	Su ligereza y robustez permite el espadachín desatar todo su potencial durante un ataque. 	가벼우면서도 의외로 단단하여 검사의 용력을 담은 공격을 펼칠 수 있습니다.			
ITEM_20150317_000073	Mandrapick	만드라픽			
ITEM_20150317_000074	Se dice que esta espada puede despejar la mente de su portador con su esencia de Mandragora.	마드라고라의 힘이 깃들어 착용자의 정신을 맑게 한다고 합니다.			
ITEM_20150317_000075	Espada del mago	위저드 블레이드			
ITEM_20150317_000076	Nunca debes ridiculizar a un mago por usar una espada, especialmente si esa espada es una Hoja de Mago. 	마법사가 검을 사용한다고 우습게 보면 안 됩니다. 특히 그 검이 위저드 블레이드라면 더욱 그렇습니다.			
ITEM_20150317_000077	Espada Química	케미니스 소드			
ITEM_20150317_000078	Esta espada está hecha de una receta desarrollada por un alquimista de la familia Winterspoon, afirmaba que podía hacer una mejor espada que un herrero. 	오래전 윈터스푼 가문의 알케미스트가 대장장이보다 나은 검을 만들 수 있다고 주장하고 내놓은 제조법에 기반한 검입니다.			
ITEM_20150317_000079	Respetado	아우스타스			
ITEM_20150317_000080	Esta espada es digna de su elevado precio. Sin embargo, los comerciantes prefieren que vuelvan a comprar otras armas antes que continuar usándo esta durante mucho tiempo. 	비싼 가치를 하는 무기입니다. 다만 상인들은 당신이 이것을 오래 쓰기보다는 자주 사러 오기를 바랍니다.			
ITEM_20150317_000081	Sable de Miskas	미스카스 사브르			
ITEM_20150317_000082	Esta arma hará que tu habilidad con la espada sea mas rapida. 	당신의 검법을 더 날렵하게 만드는 무기입니다.			
ITEM_20150317_000083	Brazos de espada	임페르니 소드			
ITEM_20150317_000084	Los veteranos a menudo relatan la emoción que experimentarón al avanzar desde principiante a primera con esta espada. 	검의 대가들도 초보티를 벗고 처음 이 검을 잡았을 때의 감격을 이야기하곤 합니다. 			
ITEM_20150317_000085	Gritas	그리타스			
ITEM_20150317_000086	Una espada usada por aventureros valientes. Irónicamente, se encuentra a menudo en los monstruos fuertes. La persona que obtiene esta espada, sin saberlo esta tomando venganza de su anterior propietario. 	뛰어난 모험가들이 사용하던 검입니다. 역설적인 이유로 강한 몬스터들의 몸에 있는 경우가 많습니다. 이 검을 얻는 사람은 자기도 모르게 전주인의 복수를 하는 셈입니다.  			
ITEM_20150317_000087	Pala	스파타			
ITEM_20150317_000088	Una versión mejorada de la Gladius hecha mediante la ampliación de la longitud de su hoja.	검날의 길이를 늘려 글라디우스의 부족한 점을 보와한 검입니다. 			
ITEM_20150317_000089	La falchion de Aras	아라스의 폴쳔			
ITEM_20150317_000090	Esta arma te da la oportunidad de experimentar las capacidades de un Falchion. 	폴쳔의 성능을 체험할 기회를 드립니다.			
ITEM_20150317_000091	Espada de Smith	스미스 소드			
ITEM_20150317_000092	- 2% de inflingir 600% de daño adicional	 - 공격시 2% 확률로 +600% 피해			
ITEM_20150317_000093	Esta espada de vez en cuando brilla con la artesanía de su creador.	가끔 대장장이의 웅혼한 혼을 보여주기도 합니다.			
ITEM_20150317_000094	Espada Klavis	클라비스 소드			
ITEM_20150317_000095	A pesar de su calidad, se vende relativamente bien.	성능에 비해서는 잘 팔리는 편입니다.			
ITEM_20150317_000096	Espada de Dio	디오 소드			
ITEM_20150317_000097	Espada de Thrish	트레시 소드			
ITEM_20150317_000098	Sestas Sword	세스타스 소드			
ITEM_20150317_000099	Desenvainé la espada	드라트 소드			
ITEM_20150317_000100	Espada de Aston	아스턴 소드			
ITEM_20150317_000101	Espada de Devi	데비 소드			
ITEM_20150317_000102	Espada Prima	프리마 소드			
ITEM_20150317_000103	Espada de la Trinidad	트리니티 소드			
ITEM_20150317_000104	Si no está satisfecho con ningún tipo de Falchion, esta es una alternativa. Sin embargo, tendrás que asumir el coste extra para su elaboración. 	한 종류의 폴쳔으로 만족하지 못한다면 그 적절한 대안입니다. 물론 제조비용이 따릅니다.			
ITEM_20150317_000105	Durandal	듀란달			
ITEM_20150317_000106	Muchos aventureros nombran su mejor espada en pos de esta arma. Este era el nombre de la espada empuñada por un antiguo guerrero elegido por una diosa. 	많은 이들이 스스로 훌륭하다고 생각하는 검에 이 이름을 붙이려고 합니다. 고대에 선택받은 여신의 용사가 사용했다던 검의 이름입니다.			
ITEM_20150317_000107	Demonio	벨니웁			
ITEM_20150317_000108	La gente va tan lejos como para decir que esta arma es excesivamente cruel. 	심지어 어떤 사람들은 이 검이 너무 잔혹한 무기라고까지 말합니다.			
ITEM_20150317_000109	Fortis	포르티스			
ITEM_20150317_000110	Aunque impopular durante el Gran Cataclismo Silvano, el resurgimiento de monstruos fuertemente blindados está demostrando su valor.	식물재앙 초기에는 인기가 없었으나 몬스터 가운데 강한 방어력을 지닌 것들이 발견됨에 따라 재평가되고 있습니다.			
ITEM_20150317_000111	Cuchilla Chapparición	채퍼리션 커터			
ITEM_20150317_000112	De acuerdo con una teoría, esta espada también se utiliza en los conflictos con los demonios. 	일설에 따르면 마족들간의 분쟁에도 이 검이 사용된다고 합니다.			
ITEM_20150317_000113	Cortador Tejedor de la Muerte	데스위버 커터			
ITEM_20150317_000114	Al blandir esta espada, uno se convierte en el portador de la muerte.	이제부터는 당신이 죽음을 자아내는 자가 되어야 합니다.			
ITEM_20150317_000115	Espada Chapparición	채퍼리션 소드			
ITEM_20150317_000116	Esto sirve como evidencia indirecta de los conflictos entre los demonios.	마족간에 분쟁이 존재한다는 간접 증거이기도 합니다.			
ITEM_20150317_000117	Espada común	벤드라스 소드			
ITEM_20150317_000118	Una espada que lleva el poder de una diosa que herio a muchos demonios en el pasado. 	여신의 권능이 일부 깃든 이 검은 고대로부터 많은 악을 처단했습니다.			
ITEM_20150317_000119	Illizia	일리지아			
ITEM_20150317_000120	Esta cuchilla amenaza gravemente tanto la vida de su enemigo como las finanzas de los propietarios. Por supuesto, la mayoría de los espadachines ignoran el último efecto. 	적의 생명과 주인의 재정에 심각한 위해를 가합니다. 물론 대부분의 검사들은 전자에 주목하기 때문에 후자는 무시합니다.			
ITEM_20150317_000121	Programado para su eliminación	삭제예정			
ITEM_20150317_000122	Espada a dos manos [Corte]	양손검[베기]			
ITEM_20150317_000123	Espada bastarda oscura	던켈 바스타드 소드			
ITEM_20150317_000124	Algunos maestros artesanos y soldados llaman a esto un 'estilo mezclado espada de dos manos'. Dicen que esto los justifica. 	어떤 장인들과 검사들은 혼합양식의 양손 기본검이라 부릅니다. 자기 위안은 중요하니까 말입니다.			
ITEM_20150317_000125	Flamengue	플랑베르쥬			
ITEM_20150317_000126	Si eres un experto en armas a dos manos, el borde en forma de onda puede causar un daño masivo. 	양손검에 익숙하다면 물결치는 검날은 큰 피해를 입힐 수 있는 구조입니다.			
ITEM_20150317_000127	Nodachi	노다치			
ITEM_20150317_000128	Un Nodachi con una longitud 'justa' puede amplificar su poder recorta y domina el espacio entre el portador y su enemigo. 	적당한 길의 노다치는 베는 위력을 증강시키고 적과의 간격을 지배합니다.			
ITEM_20150317_000129	Casa antigua	클레이모어			
ITEM_20150317_000130	Los Claymore de este reino se hacen con un énfasis en el peso y el poder.	우리 왕국의 클레이모어는 무게와 위력을 중시하여 만들어집니다.			
ITEM_20150317_000131	Coloso	콜로서스			
ITEM_20150317_000132	La hoja en forma de abanico inusual ofrece un potencial que amplifica su potencia y versatilidad para ser adaptada a muchas técnicas.	부채꼴 모양의 검미는 위력을 증대시키고 다양한 기술에 응용될 가능성이 있습니다.			
ITEM_20150317_000133	Caliburn	칼리번			
ITEM_20150317_000134	Frecuentemente usada por soldados de altos cargos. 	비교적 지위 높은 검사들이 애용하는 검입니다.			
ITEM_20150317_000135	Cuadrada	콰다라			
ITEM_20150317_000136	Contrariamente a su apariencia, esta es un arma de doble filo, utilizada frecuentemente por los espadachínes siguiendo su practicidad. 	얼핏 보이는 외양과 달리 양날검이며, 실전성을 추구하는 검사들의 애용합니다.			
ITEM_20150317_000137	Claymore ligero	라이트 클레이모어			
ITEM_20150317_000138	La estructura de esta espada permite a su usuario realizar un ataque de estocada.	검미의 구조를 이용해 적을 찍는 공격이 가능하다고 합니다.			
ITEM_20150317_000139	Coloso tosco	조악한 콜로서스			
ITEM_20150317_000140	Ilwon	일룬			
ITEM_20150317_000141	Los grandes gobernantes llevaron esta espada en sus primeros días. 	위대한 루클리스도 초기에는 이 검을 애용했다고 합니다.			
ITEM_20150317_000142	Espada Bastarda de Prácticas	연습용 바스타드 소드			
ITEM_20150317_000143	Espada bastarda	바스타드 소드			
ITEM_20150317_000144	Flamenco pesado	헤비 플랑베르쥬			
ITEM_20150317_000145	Nodachi pesado	헤비 노다치			
ITEM_20150317_000146	Claymore pesada	헤비 클레이모어			
ITEM_20150317_000147	Nodachi oscuro	던켈 노다치			
ITEM_20150317_000148	Cuadrada oscura	던켈 콰다라			
ITEM_20150317_000149	Flamberga oscura	던켈 플랑베르쥬			
ITEM_20150317_000150	Claymore oscuro	던켈 클레이모어			
ITEM_20150317_000151	Gran espada	그레이트 소드			
ITEM_20150317_000152	Pata de gato	카츠발게르			
ITEM_20150317_000153	Espada de gala	드레스 소드			
ITEM_20150317_000154	Espada a dos manos	쯔바이핸더			
ITEM_20150317_000155	Espada del verdugo	엑스큐셔너스 소드			
ITEM_20150317_000156	Espada de dos manos Lumai	루마이 투 핸드 소드			
ITEM_20150317_000157	Cuchillo superior	오버나이프			
ITEM_20150317_000158	Fuerza	포텐티아			
ITEM_20150317_000159	Una gran alternativa para aquellos insatisfechos con un Flamberge regular. 	평범함 플랑베르쥬에 만족하지 못한다면 이것이 좋은 대안이 됩니다.			
ITEM_20150317_000160	Temsus Flamberge	템서스 플랑베르쥬			
ITEM_20150317_000161	Una espada con gran capacidad de mejora que se complementa con el poder innato del portador. Prueba su potencial por ti mismo. 	당신의 잠재력과 더불어 큰 향상의 여지가 있는 무기입니다. 그 가능성을 시험해 보십시오.			
ITEM_20150317_000162	Gran Coloso	디델 콜로서스			
ITEM_20150317_000163	Esta espada es para aquellos que buscan más peso, más potencia y mayor alcance en sus cortes. 	더 무겁게, 더 강하게, 더 넓게 공격하길 원한다면 이 검이 도움이 될 수 있습니다. 			
ITEM_20150317_000164	Colección	콜렉투르			
ITEM_20150317_000165	Aunque popular en las batallas de hoy, esta arma se consideró un elemento decorativo o de colección antes del Gran Cataclismo Silvano.	식물재앙 이후 실전에서도 많이 쓰이지만, 그전에는 장식과 수집용 검의 성격이 짙었습니다.			
ITEM_20150317_000166	Gran espada de Hogma	호그마 그레이트 소드			
ITEM_20150317_000167	Cómo la Hogmas han obtenido o elaborado esta arma no es importante. Estamos más preocupados con la elaboración y usandolo nosotros mismos.	호그마들이 어디서 이런 무기를 구하는지 혹은 만드는지는 중요하지 않습니다. 우리가 제조하여 사용할 수 있다는 점이 중요합니다.			
ITEM_20150317_000168	Espada Bastarda Química	케미니스 바스타드 소드			
ITEM_20150317_000169	Como consecuencia del Gran Cataclismo Silvano, la familia Witherspoon dio a conocer la receta de elaboración para este arma a todos los alquimistas.	윈터스푼 가문은 식물재앙이란 초유의 사태를 맞아 모든 알케미스트에게 이검의 제조법을 공개했습니다. 			
ITEM_20150317_000170	Primaluce	프리마루체			
ITEM_20150317_000171	Los Espadachines que buscan el poder bruto en un arma con frecuencia eligen esta espada como su primera espada mágica.	자신의 첫 마법검으로 위력있는 무기를 원하는 검사들이 많이 선택하는 무기입니다.			
ITEM_20150317_000172	Kindzal	킨드잘			
ITEM_20150317_000173	Aquellos que gustan de mejorar sus armas crean esta espada para su uso propio. 	자신의 무기를 길들이는 행위를 좋아하는 검사들은 이 검을 만들어 사용하기도 합니다.			
ITEM_20150317_000174	Espada a dos manos Imperni	임페르니 투 핸드 소드			
ITEM_20150317_000175	Si has obtenido esta espada a través del mercado negro, es una clara evidencia de que has obtenido un cierto nivel de fiabilidad.	블랙마켓과의 거래에서 이 검을 얻었다면 어느 정도 신뢰를 얻었다는 증거로 볼 수 있습니다.			
ITEM_20150317_000176	Crepúsculo	프리에블란다			
ITEM_20150317_000177	Esta espada comparte inventor con la espada 'Primaluce'.	이 검의 제조법을 고안한 장인은 프리마루체의 제조자와 동일인입니다.			
ITEM_20150317_000178	Lapis Katzbalger	라피스 카츠발게르			
ITEM_20150317_000179	La mejora de la Katzbalger se ha desarrollado hace menos de 100 años. Por lo tanto la elaboración de la receta para esta arma no está relacionada con Ruklys.	카츠발게르를 강화하는 방법이 발견된 것은 100년도 안 됩니다. 고로 이 검의 제조법은 루클리스와는 무관합니다.			
ITEM_20150317_000180	Espada de dos manos Smith	스미스 투 핸드 소드			
ITEM_20150317_000181	Desde el Medzio Diena, menos personas se han preocupado por la inestabilidad de las armas mágicas.	신수의 날 이후 마법무기의 안정성을 덜 고려하는 풍토가 늘었습니다. 			
ITEM_20150317_000182	Klavis, espada a dos manos	클라비스 투 핸드 소드			
ITEM_20150317_000183	Esta espada puede ser una extensión de confianza en ambas manos.	당신 양손의 듬직한 확장이 될 수 있습니다.			
ITEM_20150317_000184	Espada de dos manos Thresh	트레시 투 핸드 소드			
ITEM_20150317_000185	Espada a dos manos de Sestas	세스타스 투 핸드 소드			
ITEM_20150317_000186	Espada a dos manos de Dratt	드라트 투 핸드 소드			
ITEM_20150317_000187	Espada de dos manos Aston	아스턴 투 핸드 소드			
ITEM_20150317_000188	Espada de dos manos de Devi	데비 투 핸드 소드			
ITEM_20150317_000189	Espada Prima a dos manos	프리마 투 핸드 소드			
ITEM_20150317_000190	Flamini	플라미니			
ITEM_20150317_000191	Una buena espada que ha sido considerada por mucho tiempo como una necesidad para enfrentarse a los demonios.	예전부터 마족을 상대하려는 용사들의 필수품으로 여겨지던 좋은 검입니다.			
ITEM_20150317_000192	Cazador de magos	위저드 슬레이어			
ITEM_20150317_000193	Los magos novatos suelen pagarlo por no alejarse de esta arma en particular. Sin embargo, un mago experimentado sabe alejarse de su poder invisible.	마법사들은 이 검에 신경을 쓰지는 않습니다. 다만 전투 경험이 많은 마법사들은 확실한 주의를 기울입니다.			
ITEM_20150317_000194	Espada a dos manos [Golpe]	양손검[타격]			
ITEM_20150317_000195	Como una daga voladora lanzada en las mas oscuras horas de la noche, Naktis inflige un golpe imprevisto a su objetivo. 	심야의 어둠속에서 튀어 나온 한 자루 검처럼 나크티스는 의외의 타격을 가합니다. 			
ITEM_20150317_000196	Guía lúcida	루시두스			
ITEM_20150317_000197	Aunque algunas personas rechazan esta arma como un 'Hacha para cortar árboles', sus usuarios reales le dirán que en el Gran Cataclismo Silvano habría dado lugar a mucha mas pérdidas sin ella.	나무 베는 도끼라고 비하하는 사람도 있지만, 사용자들은 이 검이 없었다면 식물재앙은 더 엄청난 피해를 가져왔을 것이라고 말합니다. 			
ITEM_20150317_000198	Infierno y cielo	헬 엔드 헤븐			
ITEM_20150317_000199	Hay un dicho que afirma que 'el ataque es la mejor defensa.' Demuéstralo con este arma.	공격이 최선의 방어라는 경구가 있습니다. 당신이 이 검으로 그 사실을 증명하십시오.			
ITEM_20150317_000200	Diente de Tejedor de la Muerte	데스위버 투스			
ITEM_20150317_000201	En realidad no está hecho usando el cuerpo del Tejedor de la Muerte.	실제로 데스위버의 신체를 이용해 만들지는 않습니다.			
ITEM_20150317_000202	Espada de dos manos Chapparición	채퍼리션 투 핸드 소드			
ITEM_20150317_000203	El gran poder a veces se puede encontrar en lo intangible. A veces, el no tener volumen puede ser lo más pesado.	실체가 없는 기원에서 나온 것이 때로는 큰 힘을 제공하기도 합니다. 부피가 없는 것에서 나온 것이 때로 큰 것을 제압합니다.			
ITEM_20150317_000204	Escribir	눌리스			
ITEM_20150317_000205	Presta gran poder contra los seres que no pertenecen al reino de la noche y el día.	밤과 낮 어디에도 속하지 않는 존재들에게 강한 위력을 보입니다.			
ITEM_20150317_000206	Gravedad	그래비티			
ITEM_20150317_000207	La gravedad no puede ser evitada por nada. Pero si uno se adapta a ella, nadie puede subestimar su poder.	당신이 누구든 어디에 있든 중력을 피하기는 어렵습니다. 그러나 중력에 적응한다면 그 효력은 누구도 무시할 수 없습니다.			
ITEM_20150317_000208	Varilla corta tosca	조악한 숏 로드			
ITEM_20150317_000209	Varilla [Golpe]	로드[타격]			
ITEM_20150317_000210	Una vara que todos los estudiantes de magia usan.	마법을 배우는 자는 어떻게든 얻게 되는 장비입니다. 			
ITEM_20150317_000211	Varilla corta	숏 로드			
ITEM_20150317_000212	Los magos que se gradúan de su aprendizaje a menudo cambian a esta arma. 	마법사들이 입문기를 벗어나면 이런 장비로 교환합니다.			
ITEM_20150317_000213	Varilla larga y baja	로우 롱 로드			
ITEM_20150317_000214	Las decoraciones que se encuentran en el equipo de un mago se añaden por su función, no sólo por la apariencia.	마법사 장비에 더해지는 장식들은 단순한 치장 이상의 의미가 있습니다.			
ITEM_20150317_000215	Low Cane Rover	로우 케인 로버			
ITEM_20150317_000216	Cuando una vara es laboriosamente tallada por un famoso mago, esta contiene poder místico.	고명한 마법사가 정성들여 깎은 지팡이는 신비한 힘을 담기 마련입니다.			
ITEM_20150317_000217	Caña	케인			
ITEM_20150317_000218	Puedes personalizar esta vara aún más si puedes proporcionar los materiales. 	직접 깎지 않은 지팡이도 장식을 추가해 자신에게 맞추는 방법이 있다고 합니다.			
ITEM_20150317_000219	Báculo	크룩			
ITEM_20150317_000220	Las leyendas dicen que los magos malvados fueron los primeros en comenzar a usar esta arma.	전설에 따르면 처음에는 나쁜 심성의 마법사들이 사용했다고 합니다. 			
ITEM_20150317_000221	Vara de Estaño	퓨터 로드			
ITEM_20150317_000222	Fue un arma muy popular entre los ambiciosos jóvenes magos.	한때 야심있는 젊은 마법사들 사이에서 유행했던 장비입니다.			
ITEM_20150317_000223	Vara de Búho	아울 로드			
ITEM_20150317_000224	La decoración es muy popular entre los magos experimentados.	경력있는 마법사들이 좋아하는 장식이 달려있습니다.			
ITEM_20150317_000225	Vara rúnica	룬 로드			
ITEM_20150317_000226	Las runas mágicas se utiliza para amplificar la potencia de esta vara.	로드의 위력을 강화하기 위해 마법룬이 사용됩니다.			
ITEM_20150317_000227	Varilla de cristal	크리스탈 로드			
ITEM_20150317_000228	Se requiere un ajuste preciso de la joya en el eje para crear esta vara.	마력을 담을 보석과 지팡이의 정확한 결합이 요구되는 장비입니다. 			
ITEM_20150317_000229	Vara Vulgar de Estaño	조악한 퓨터 로드			
ITEM_20150317_000230	Vara Vulgar de Búho	조악한 아울 로드			
ITEM_20150317_000231	Varilla corta del soldado	병사의 숏 로드			
ITEM_20150317_000232	Esta vara se le dio a los magos que se unieron al ejército. Aunque el procedimiento se ha suprimido desde el Gran Cataclismo Silvano, una gran parte de la población aun la tiene.	이미 마법사인 사람들이 군에 지원하면 지급되던 장비입니다. 식물재앙후에 절차는 없어졌어도 수량은 많이 남았습니다.			
ITEM_20150317_000233	Vara larga del jefe	촌장의 롱 로드			
ITEM_20150317_000234	La forma de esta vara fue popular en el pasado. A pesar de que es antigua, la vara aun es decente.	예전에 유행하던 형태입니다. 구식이지만 성능이 나쁘지는 않습니다.			
ITEM_20150317_000235	Curde Cane Rover	조악한 케인 로버			
ITEM_20150317_000236	Vara de batalla	배틀 로드			
ITEM_20150317_000237	Además de la ayuda para emitir la magia, esta vara también fue diseñada para el combate físico.	마법에 대한 보조외에 다른 전투용으로 쓰일 수 있도록 만들어진 장비입니다.			
ITEM_20150317_000238	Varilla corta pesada	헤비 숏 로드			
ITEM_20150317_000239	Varilla larga	롱 로드			
ITEM_20150317_000240	Varilla larga y pesada	헤비 롱 로드			
ITEM_20150317_000241	Cane Rover	케인 로버			
ITEM_20150317_000242	Caña gruesa	헤비 케인			
ITEM_20150317_000243	Báculo Pesado	헤비 크룩			
ITEM_20150317_000244	Vara Pesada de Estaño	헤비 퓨터 로드			
ITEM_20150317_000245	Báculo de Dunkel	던켈 크룩			
ITEM_20150317_000246	Varilla de cristal Dunkel	던켈 크리스탈 로드			
ITEM_20150317_000247	Varilla larga Dunkel	던켈 롱 로드			
ITEM_20150317_000248	Dunkel Cane Rover	던켈 케인 로버			
ITEM_20150317_000249	Caña oscura	던켈 케인			
ITEM_20150317_000250	Vara Misteriosa de Estaño	던켈 퓨터 로드			
ITEM_20150317_000251	Vara de serpiente	스네이크 로드			
ITEM_20150317_000252	Vara de altar	알터 로드			
ITEM_20150317_000253	Nald Rod	날드 로드			
ITEM_20150317_000254	Vara de saúco	엘더 로드			
ITEM_20150317_000255	Vara de meteorito	미티어 로드			
ITEM_20150317_000256	Varilla anular	링 로드			
ITEM_20150317_000257	Vara de sirviente	서번트 로드			
ITEM_20150317_000258	Panto Rod	판토 로드			
ITEM_20150317_000259	Los magos han estado descubriendo nuevos hechos de los monstruos que salen del Gran Cataclismo Silvano y su acciones en diferentes situaciones.	마법사들은 식물재앙 이후 출현한 몬스터에게서 새로운 사실들을 발견해 이용하곤 합니다.			
ITEM_20150317_000260	Varilla de hielo	아이스 로드			
ITEM_20150317_000261	El rumor dice que cada vez que se vende la receta de elaboración de esta vara, parte del dinero se destina a el Maestre Criomante.	소문에 따르면 이 지팡이의 제작서가 팔릴 때마다 크리오맨서 마스터에게 돈이 지불된다고 합니다.			
ITEM_20150317_000262	Varilla de fuego	파이어 로드			
ITEM_20150317_000263	Sólo el Maestre Piromante conoce el método de infundir el poder de la diosa Gabija en estas varas.	여기 속하는 모든 로드에 가비야 여신의 힘을 깃들게 하는 방법을 아는 사람은 파이로맨서 마스터뿐입니다.			
ITEM_20150317_000264	Vasia Rod	바시아 로드			
ITEM_20150317_000265	Aunque los sacerdotes frungen el ceño por la manipulación de espíritus durante su fabricación, los magos ignoran esta objeción.	사제들은 마법사들이 이 제조작업에서 영혼을 다루는 일을 마땅치 않게 생각하지만, 마법사들은 신경 쓰지 않습니다.			
ITEM_20150317_000266	Vara mágica	매직 로드			
